Date,Content,Created by,Labels,Views,Avg. percentage viewed,Likes,Dislikes,Comments,Shares,Added to a playlist,Removed from a playlist,Subscribers gained,Subscribers lost,Total engagement,Url
02/27/2024 02:00 AM AEDT +1100,"Guardiã do Santuário Vale da Rainha, Patrícia Varela conta a história das mais de mil búfalas deixadas para morrer de fome, sede e abandono em Brotas, interior de São Paulo. Graças aos ativistas, todos os animais sobreviventes agora vivem em liberdade nos santuários Vale da Rainha e Rancho dos Gnomos. 🐃  ⚡ Você também pode transformar a vida desses animais! Participe da nossa campanha #AjudeAsBufalasDeBrotas.   A Geração Vegana vai doar 1 dólar para as Búfalas de Brotas por cada pessoa que se cadastrar em um de nossos programas GRATUITOS sobre veganismo. Acesse GeracaoV.org/bufalas e inscreva-se!    🌱 PROGRAMAS SOBRE VEGANISMO DISPONÍVEIS: Programa de 7 dias para descobrir o veganismo pelos animais Programa de 7 dias para descobrir o veganismo pelo planeta Programa de 7 dias para descobrir o veganismo pela saúde Programa de 7 dias para descobrir o veganismo pela humanidade Programa de 7 dias para descobrir o veganismo pela espiritualidade Programa de 30 dias para descobrir o veganismo   Faça parte em https://www.GeracaoV.org   🔴 Inscreva-se no nosso canal para mais vídeos como este: https://www.youtube.com/@geracaovegana   📚 AUMENTE O SEU IMPACTO: https://genv.org/pt-br/aumente-seu-impacto Recursos para se informar mais e aumentar seu impacto.  👥 CONECTE-SE CONOSCO: Site: https://www.GeracaoV.org  Facebook: https://www.genv.org/pt-br/facebook  Instagram: https://www.genv.org/pt-br/instagram  #SomosGenV #SomosAGeraçãoV",,,740,58.58,134,0,14,91,5,1,56,0,244,https://www.youtube.com/watch?v=QUEq9nDcBYA
02/27/2024 02:00 AM AEDT +1100,"Vacas e gatos têm direitos inatos, mas enquanto um é celebrado, o outro é explorado e abatido. Essencialmente, esses animais não são diferentes.   Se nos importamos com os animais, devemos mudar a nossa percepção e considerá-los TODOS dignos de proteção. 🐮😸  #ParaTodesVerem: um bezerro branco e outro preto estão presos por uma grade, suas orelhas são furadas por identificadores numerados. Eles carinhosamente lambem um gatinho marrom e branco que está fora da grade e demonstra estar feliz com o afeto recebido.  #amoanimais #amoraosanimais #animaisfofos #gato",,,21,71.2,0,0,0,1,0,0,0,0,1,https://www.youtube.com/watch?v=jwPYY_Q24Wc
02/28/2024 11:01 PM AEDT +1100,"A Geração Vegana vai doar 1 dólar para os santuários Vale da Rainha e Rancho dos Gnomos por cada inscrição em um de seus programas gratuitos sobre veganismo. Incrível, né?  🌱  Ao se inscrever, você vai receber newsletters diárias, pelo tempo que escolheu, recheadas de conteúdo sobre veganismo, com muita informação, receitas, dicas e muito mais! E o melhor: é de graça!    ⚡ 🐃 Acesse geracaov.org/bufalas e inscreva-se!  #ParaTodesVerem: Dani Moreno é uma mulher branca de cabelo loiro escuro, veste uma camiseta preta escrito “vegan”. O vídeo também mostra imagens das búfalas de Brotas.",,,19,54.21,6,0,1,1,0,0,1,0,8,https://www.youtube.com/watch?v=zDzHx4WpeAE
03/01/2024 02:00 AM AEDT +1100,"O olhar desse ser tão gentil só reforça a urgência de agir. Cada vez que ignoramos essa realidade, permitimos que a injustiça continue.   Vamos nos unir para construir um mundo mais compassivo. Juntos, podemos criar um futuro onde o sofrimento não seja a norma.🐷   🌱 Por eles, dê uma chance ao veganismo.  #ParaTodesVerem: um porco é transportado em um caminhão em direção ao abatedouro. Uma pessoa descobre o olho do animal, que está coberto pela sua própria orelha, e revela um olhar triste e exausto.  #Veganismo #Porco #Porcos #AmoAnimais",,,9,84.88,3,0,0,0,0,0,0,0,3,https://www.youtube.com/watch?v=HV9roku1MoA
03/06/2024 02:00 AM AEDT +1100,"Infelizmente, o futuro dessas pequenas criaturas não é tão promissor. As tartarugas marinhas enfrentam sérias ameaças, como a captura incidental em redes de pesca e a poluição nos oceanos.   💬 Você sabia que grande parte dos plásticos e outros resíduos que poluem os oceanos são equipamentos de pesca abandonados? Nossa alimentação é responsável pela destruição dos oceanos e pela morte de milhões de vida aquática todos os anos.   Podemos mudar a vida desses animais através de escolhas mais compassivas. 🌱 ⚡ Saiba mais em GeracaoV.org  📽️: @ronie_sunsetlover   #ParaTodesVerem: Dois filhotes de tartaruga caminham em direção ao mar sob o pôr do sol.   #Mar #AmoAnimais #Veganismo #NemPeixe #Natureza",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=nnKtBFxY4go
03/07/2024 02:00 AM AEDT +1100,"Você já leu algum desses livros? 📖👩🏾  ✊🏾Seja para expandir seu conhecimento sobre direitos dos animais ou para recomendar um livro a alguém, sugerimos esses livros escritos por mulheres veganas incríveis!  As obras delas são recursos para quem busca uma compreensão mais profunda das implicações amplas do veganismo no mundo.  🩷👉🏽Quer aprender mais sobre como o veganismo se conecta com outros movimentos de justiça social? Inscreva-se no nosso programa de 7 dias de veganismo pela humanidade em GeracaoV.org/go-vegan 🌱",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=hNpca2-3dJs
03/08/2024 02:00 AM AEDT +1100,"Spurlino está aqui para provar que vacas, bois e touros têm uma natureza brincalhona! 🤸‍♂️✨ Infelizmente, muitos deles nunca experimentam essa alegria. Vamos mudar essa realidade? Escolha o veganismo 🌱✊   📽️: Farm Sanctuary  #ParaTodesVerem: Spurlino é um boi marrom. Ele usa a cabeça para brincar com uma bola colorida.  #vaca #amoraosanimais #AmoAnimais #AnimaisFofos",,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=MpjmYTdQCGw
03/12/2024 02:00 AM AEDT +1100,"🌕🌖🌗🌘Esta é uma mensagem enviada pelo universo (e por nós)!  🌑🌒🌓🌔 Se você está pensando em adotar o veganismo pelos animais, pelo meio ambiente ou pela sua saúde, este é o momento perfeito para isso!  👉🏽 Você pode escolher o programa que melhor se adapta a você, seja o de 7 ou 30 dias. E o melhor de tudo: é grátis e ao se inscrever, você ajuda as Búfalas de Brotas!  ⚡ A cada inscrição, a Geração Vegana vai doar 1 dólar aos santuários que cuidam das búfalas.  Comente ""búfalas"" e receba o link para se inscrever gratuitamente. 🐃  #Veganismo #AmorAosAnimais #AmoAnimais #Vegano",Isabel Siano,,10,60.69,2,0,0,2,0,0,0,0,4,https://www.youtube.com/watch?v=3CiYXK4ObmY
03/15/2024 08:17 AM AEDT +1100,"🐤 Na indústria dos ovos, os pintinhos machos não são mais do que um subproduto indesejado. #Veganismo #Ovos",Isabel Siano,,11,146.84,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=lDrao6RQ8zc
03/16/2024 01:59 AM AEDT +1100,⚡ Qual foi o momento em que você despertou para a causa vegana?,Isabel Siano,,0,-,0,0,0,0,0,0,0,0,0,https://www.youtube.com/watch?v=h7t3Ph-xe_k
03/21/2024 08:00 AM AEDT +1100,"O Brasil é o segundo maior exportador de animais vivos do mundo, e somente com muita mobilização popular poderemos mudar essa triste realidade.⚡  📢 Participe da manifestação nacional pelo fim da exportação de animais vivos no dia 24 de março em várias cidades do país.",Isabel Siano,,5,191.9,0,0,0,1,0,0,0,0,1,https://www.youtube.com/watch?v=Qi02C2Vqy8I
03/28/2024 08:00 AM AEDT +1100,🌊 Os oceanos não são apenas uma fonte de encanto. Eles desempenham um papel crucial na saúde do planeta e no nosso bem-estar.  A melhor maneira de proteger os oceanos é dizer NÃO ao consumo de animais marinhos. 🐠🚫 Pôr fim à pesca excessiva e à captura acidental é o caminho para restaurar as populações de peixes a níveis saudáveis e preservar o ecossistema marinho.,,,595,113.81000000000002,53,0,0,0,0,0,9,1,53,https://www.youtube.com/watch?v=QdCK-1LIh0Y
03/31/2024 02:00 AM AEDT +1100,"Após sofrer três derrames, o padre decidiu que precisava mudar sua alimentação. Sua pesquisa sobre uma dieta a base de plantas o levou a ver, pela primeira vez, os horrores que os animais são forçados a enfrentar em nosso sistema alimentar. Ele escolheu estender sua compaixão a TODAS as criaturas de Deus. 🕊️  Proteja os animais do sofrimento na indústria, escolha o veganismo! 🌱",,,6,56.71000000000001,3,1,0,0,0,0,0,0,3,https://www.youtube.com/watch?v=kJGs_ggA3ew
04/07/2024 02:00 AM AEDT +1100,"🌟 Através de escolhas mais empáticas, podemos proporcionar uma vida livre de dor e sofrimento a todos os seres. Dê uma chance ao veganismo. 🌱",,,2442,90.96,85,8,1,0,0,0,15,0,86,https://www.youtube.com/watch?v=a-P4ongIids
04/09/2024 01:00 AM AEST +1000,"Carol J. Adams, escritora e ativista feminista, revela como a linguagem esconde os animais explorados pela indústria pecuária.  Uma estratégia que parece simples, mas é essencial para manter a engrenagem da exploração funcionando. Por trás do que consideram um produto, está um animal que sente e quer viver 🐷🐮🐔  #ParaTodesVerem: vídeo mostra um porco, uma vaca, uma galinha e um bezerro acompanhados das palavras ""bacon"", ""bife"", ""nugget"" e ""vitela"", respectivamente. Essas palavras são substituídas pelas expressões na seguinte ordem: ""pedaço de porco"", ""pedaço de vaca"", ""pedaço de galinhas"" e ""pedaço de bezerro"". No fim, é exibida a seguinte frase de Carol J. Adams: “Por trás de toda refeição com carne, há uma ausência: a morte do animal cujo lugar é ocupado pela carne.”  #Veganismo #AnimalNãoéCoisa #AmoAnimais #Especismo",,,144,63.75999999999999,2,1,0,0,0,0,0,0,2,https://www.youtube.com/watch?v=8RYGmFLO0MQ
04/11/2024 01:00 AM AEST +1000,"Alerta de spoiler: NÃO!  🌾🌽 Boa parte dos produtos agrícolas é destinada à alimentação de animais criados para consumo, não diretamente para as pessoas. O trigo, o milho e a soja estão entre as culturas mais cultivadas para animais não humanos.  A produção mundial de alimentos é suficiente para nutrir mais de 92 bilhões de animais terrestres anualmente, mas mesmo assim, segundo a ONU, aproximadamente 828 milhões de pessoas foram afetadas pela fome em 2021.   Precisamos de uma revolução no sistema alimentar, e você pode começá-la a partir de suas escolhas.  #Agricultura #Veganismo #Vegano",,,12,74.61,1,0,0,0,0,0,0,0,1,https://www.youtube.com/watch?v=rHGX6omCsKo
04/18/2024 04:00 AM AEST +1000,Proteja os animais e o ecossistema marinho. Dê uma chance ao veganismo. 🌱,,,5170,91.77,95,12,7,0,0,0,11,0,102,https://www.youtube.com/watch?v=RZSgVhDYh2g
04/21/2024 01:01 AM AEST +1000,"Esta menina tem apenas um dia de vida. Ela teve muita sorte, porque sua mãe foi resgatada de um matadouro enquanto estava grávida. Agora, ela vai ter uma vida feliz, diferente dos bilhões de animais na pecuária. Podemos fazer algo para proteger bebês como ela, escolhendo o veganismo.🌱  #Veganismo #AmorPelosAnimais #Cabra",,,8480,85.25,437,21,6,3,0,0,64,0,446,https://www.youtube.com/watch?v=M-eJ4J5PVO0
04/23/2024 00:59 AM AEST +1000,"🌎⚡ Para as comunidades indígenas, a Terra não é um recurso a ser explorado, mas sim uma mãe sagrada, provedora de vida e sabedoria.
 
 A pecuária industrial é responsável pelos principais desafios ambientais da atualidade: mudanças climáticas, desmatamento, poluição, zonas mortas nos oceanos e perda de vida selvagem. O veganismo é uma oportunidade para questionar as estruturas da exploração e de reconhecer que a sabedoria tradicional dos povos indígenas é essencial tanto para a proteção ambiental quanto para a justiça social. #Veganismo #DireitoAnimal #PovosIndígenas",Jamille Bullé,,33,609.5,4,0,0,0,0,0,0,0,4,https://www.youtube.com/watch?v=wLi90A3QVuk
