Date,Content,Created by,Labels,Impressions,Likes,Reposts,Quote posts,Replies,Engagement,Engagement rate per impression (%),Video views,Url
06/27/2024 09:00 AM EDT -0400,Have you let a documentary change your worldview? 🌍✨🐮 #Cowspiracy leads as the ultimate vegan eye-opener!  🎥 Why not dive into a kinder lifestyle today?  #Veganism #DocumentaryPower #AnimalRights - https://t.co/fCN87KEb8C,Simon Plazolles-Hayes,AI Article,46,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1806311588774732139
06/27/2024 11:06 AM EDT -0400,"Cow cuddles are some of the best kinds of cuddles!  They are not so different from our companion animals at home, are they? Let’s treat them with kindness by leaving their bodies off our plates.  #LoveAnimals #Cows https://t.co/MxZfVSl3lo",Simon Plazolles-Hayes,,273,9,3,0,0,29,10.6,61.0,https://twitter.com/GenV_Eng/status/1806343403392700426
06/27/2024 03:03 PM EDT -0400,"From destructive bottom trawling in our oceans to disease-ridden, farm-raised fish, the scale and scope of the problem are almost incomprehensible. 🌟🐠  If we truly acknowledged the sentience of fish, we would find it much harder to inflict harm upon them. 🌍💧  #fish https://t.co/nIdORlBZ0t",Simon Plazolles-Hayes,,148,3,2,0,0,8,5.4,39.0,https://twitter.com/GenV_Eng/status/1806403115266015660
06/27/2024 05:15 PM EDT -0400,"Everyone deserves to have access to healthy plant-based meals!  That’s why we partnered with  The Concierge Kitchen to make that happen.  Not only was a new Guinness World Record made but hungry bellies were filled with kind, healthy and planet-friendly food choices. https://t.co/qTunmUiUQI",Jamie Logan,,79,1,0,0,0,4,5.1,24.0,https://twitter.com/GenV_Eng/status/1806436150623523300
06/27/2024 06:14 PM EDT -0400,Did you know 10 million pigs were spared from slaughter farms in 2023? 🐷  Let's keep advocating for kindness and #PlantBasedLiving! 🌱  #GoVegan #AnimalWelfare - https://t.co/Ae0cPLeYkA,Simon Plazolles-Hayes,AI Article,65,4,0,0,0,5,7.7,,https://twitter.com/GenV_Eng/status/1806451065002295394
06/28/2024 07:14 AM EDT -0400,Could muscles built on 🌱 alone impress you as much as Olympia-level bodybuilders? 💪🏋️‍♀️  #VeganStrength #PlantBasedPower #AnimalKindness - https://t.co/Qk98UfMzSj,Simon Plazolles-Hayes,AI Article,67,0,0,0,0,2,3.0,,https://twitter.com/GenV_Eng/status/1806647358500819253
06/28/2024 08:59 AM EDT -0400,"""In a significant move towards environmental sustainability and climate action, Amsterdam has joined a growing list of cities worldwide in endorsing the Plant Based Treaty (PBT)."" 🇳🇱  Which city should join next? 👇🏙️  #Amsterdam #PlantBasedTreaty https://t.co/inDH8200bb",Simon Plazolles-Hayes,AI Article,56,0,0,0,0,0,0.0,,https://twitter.com/GenV_Eng/status/1806673832465387840
06/28/2024 00:14 PM EDT -0400,🏔️ANNOUNCEMENT: We have taken the difficult decision to postpone our Ladakh fundraising adventure until June & September 2025.  🏔️🏔️The new dates for the trips will be: 31 May - 8 June 2025 6 - 14 September 2025  ⚡️ Go to https://t.co/lQdHpRJDUS for more information! https://t.co/vMUPDq6QPY,Jamie Logan,,62,0,0,0,0,1,1.6,,https://twitter.com/GenV_Eng/status/1806722943361101995
06/28/2024 06:14 PM EDT -0400,Have you tried making your own vegan cheese yet? 🌱  🧀 Dive into the creamy delight of sunflower seed cheese!  #VeganCheese #PlantBased #EcoFriendly https://t.co/L4nY8FcuJu,Simon Plazolles-Hayes,AI Article,86,1,0,0,0,6,7.0,,https://twitter.com/GenV_Eng/status/1806813512393543788
06/29/2024 07:14 AM EDT -0400,"Ever visited a vegan butcher shop? 🌱  What's your favorite plant-based ""meat"" creation?  #VeganButcher #PlantPower #MeatlessMonday https://t.co/H2vsNPVQjP",Simon Plazolles-Hayes,AI Article,84,1,0,0,0,2,2.4,,https://twitter.com/GenV_Eng/status/1807009746429370688
06/29/2024 09:00 AM EDT -0400,🌱 Did you know a vegan diet could help save our planet?  ✨ Let's choose compassion over cruelty!  #VeganForLife #BeKindToAnimals #EcoFriendly https://t.co/p6LbKkjjOh,Simon Plazolles-Hayes,AI Article,57,0,0,0,0,2,3.5,,https://twitter.com/GenV_Eng/status/1807036310483243495
06/29/2024 06:14 PM EDT -0400,Did you know a plant-based diet might enhance your love life as well as your health? 🌱  💕 Let's choose kindness and wellness every meal!  #VeganDiet #MensHealth #PlantBasedLove https://t.co/TXel2jcoZJ,Simon Plazolles-Hayes,AI Article,114,0,1,0,0,1,0.9,,https://twitter.com/GenV_Eng/status/1807175911395012965
06/30/2024 07:14 AM EDT -0400,What's your favorite plant-based dish that's kind to the planet? 🌱  🍽️ Let's celebrate sustainable eating with Hungry Planet's Earthshot nomination!  #PlantBased #SustainableEating #EarthshotPrize https://t.co/1rJbRcaWYa,Simon Plazolles-Hayes,AI Article,79,2,0,0,0,2,2.5,,https://twitter.com/GenV_Eng/status/1807372148077416622
06/05/2023 08:09 AM EST -0500,"Hoy es el #DiaMundialDelMedioAmbiente y tenemos que recordar que lo más urgente, importante y de máxima necesidad es acabar con la industria ganadera. Urge una reconversión a una dieta basada en plantas y veganismo como movimiento político para los otros animales. https://t.co/Eui7KwCHO3",,,0,6,2,0,0,8,0.0,,https://twitter.com/GenV_Esp/status/1665707339339423745
07/27/2023 07:22 AM EST -0500,"🫶El campeón de fórmula uno Lewis Hamilton y vegano desde 2016 siempre usa sus redes sociales para amplificar las voces de los animales.  ¡Gracias, @LewisHamilton, por mostrarle constantemente al mundo que respetar la vida de cada ser sintiente solo te hace más fuerte! 🏁 https://t.co/FMBETWWd11",,,0,4,2,0,0,6,0.0,,https://twitter.com/GenV_Esp/status/1684539764509212672
11/07/2023 04:15 PM EST -0500,¿Sabes qué es la disonancia cognitiva? 😓  Es la tensión entre dos actitudes contradictorias. En el video @billieeilish nos cuenta algo de su experiencia en 7 años de #veganismo 🐥  ▶️https://t.co/Wmby6ondFJ  #Martes #BillieEIlish #Vegan  #Testimonials #inspiration https://t.co/hUHZdj2HUj,,,0,8,4,0,0,12,0.0,0.0,https://twitter.com/GenV_Esp/status/1721999810868253035
12/21/2023 03:07 PM EST -0500,#FelizJueves #Cine con #películas familiares de temática #vegana. 👇 Nuestro top🍿: 📽 ¿Ya viste todas? ¿Conoces otras películas que hablen de #veganismo? Te leemos  ✅️ Pollitos en fuga ✅️ Babe el 🐖 valiente ✅️ Ferdinand ✅️ Buscando a Nemo ✅️ Dumbo ✅️ Okja ✅️Spirit https://t.co/DcrjeWDUcw,,,0,4,2,0,0,6,0.0,,https://twitter.com/GenV_Esp/status/1737927869609722093
12/24/2023 05:15 PM EST -0500,"#FelizNavidad  🎄En GenV está #Navidad2023 celebramos la Navidad 6️⃣ como organización, y algunas personas del equipo ya van más de 20 Navidades.  🎄 ¿Cuántas llevas tú?  👉🏽 Visita  https://t.co/lz3T648bfM para conocer más.  #MarryXMas #Christmas #Happyholidays #vegan #vidavegana https://t.co/BrDmQi4EeM",,,0,5,2,0,0,7,0.0,,https://twitter.com/GenV_Esp/status/1739047096613765283
12/26/2023 03:53 PM EST -0500,🐹 ​#Preguntadeldía ¿Desde el #lenguaje también podemos discriminar a los otros #animales?   ⚠️ No podemos cambiar el lenguaje sin primero visibilizar los #prejuicios.  💚 Elimina el lenguaje especista y dignifica a los animales de otras especies.  #especismo #injusticia #Martes https://t.co/Y4AkYq4aKZ,,,75,3,0,0,0,5,6.7,,https://twitter.com/GenV_Esp/status/1739751418741825594
06/21/2020 00:29 PM EDT -0400,"Despite what many have been led to believe, #dairy does not do a body good. In fact, increased bone fractures and #osteoporosis directly correlate with increased dairy consumption — the more dairy, the more fractures! 🥛   Via @TColinCampbell, PhD. 👇   https://t.co/52IGLcvSRN",,,0,5,5,0,0,10,0.0,,https://twitter.com/GenV_Eng/status/1274741119037906944
10/05/2020 03:50 PM EDT -0400,"While failing to recognize the beauty in our #differences, will also fail to recognize what we have in common: an ability to feel pain and happiness, and a desire to feel safe and loved.   #EndSpeciesism👇  https://t.co/sWCxor91iX https://t.co/RHHVsI4xzx",,,0,5,4,0,0,9,0.0,0.0,https://twitter.com/GenV_Eng/status/1313204911367168001
04/12/2022 03:34 PM EDT -0400,"We're not buying it @kfc, @JOE_co_uk & @NikoOmilana.   #KFCexposed #Vegan #CrueltyFree https://t.co/M8EkwQKbFI",,,0,12,2,0,0,14,0.0,,https://twitter.com/GenV_Eng/status/1513963851594620930
05/11/2022 00:16 PM EDT -0400,"With 103 wins, #FormulaOne champion @LewisHamilton is, in terms of career wins and total career points, the best #F1 driver of all time.  Also, as an outspoken #vegan and human rights #activist, he consistently shows the world that compassion only makes us stronger! 🏁 https://t.co/ihcmsQ21MF",,,0,8,4,0,0,12,0.0,,https://twitter.com/GenV_Eng/status/1524423095221727239
06/14/2022 01:18 PM EDT -0400,Who else loves @PreacherLawson? 🥰 https://t.co/yAeGTrPjwK,,,0,35,9,0,0,44,0.0,0.0,https://twitter.com/GenV_Eng/status/1536759935144452099
07/12/2022 02:45 PM EDT -0400,"The biggest orphanage you'll ever see.😔  On industrialized #dairy farms, which supply the majority of the world's dairy products, newborn calves are stolen from their mothers and fed a milk substitute, so that we can drink their mother's milk instead. 🍼  #CowAppreciationDay https://t.co/gd1i8dR0zZ",,,0,8,9,0,0,17,0.0,0.0,https://twitter.com/GenV_Eng/status/1546928817947787264
08/04/2022 09:25 AM EDT -0400,There is nothing natural or humane about removing a baby from their mother so that we can take milk that wasn't made for us. 😢  Let's end this cruelty and choose #plantbased milk today instead. 🌱 https://t.co/pgW7nbPLED,,,0,30,31,0,0,61,0.0,0.0,https://twitter.com/GenV_Eng/status/1555183055194804230
10/20/2022 02:36 PM EDT -0400,"Jehina Malik may not have always been a #bodybuilder, but she credits being #vegan since birth as the foundation of her strength.  Learn more about the benefits of a #plantbased diet today: https://t.co/B6H9o2zmxT https://t.co/rEtnMYqwP8",,,0,9,2,0,0,11,0.0,0.0,https://twitter.com/GenV_Eng/status/1583165249737195520
05/28/2021 11:01 AM EDT -0400,"With the support of actor @Alancumming, Vegan Outreach Scotland, Roots Catering and BioCafe, MDV volunteers delivered 100s of hot #vegan meals to vulnerable families. 🥧  Thank you everyone for your help and support! 😊  💚https://t.co/LaPsnFErTZ https://t.co/UI64uQ6Asa",,,0,5,3,0,0,8,0.0,0.0,https://twitter.com/GenV_Eng/status/1398293436625739778
07/30/2021 11:08 AM EDT -0400,"We hope this video makes your day! Tt has definitely made ours. 😍🤗  @BarnSanctuary resident, Baby Mabel, enjoys a popsicle to get her electrolytes.  #FriendsNotFood  ✨https://t.co/oTFwGnLs42 https://t.co/dja5bz8lzB",,,0,2,0,0,0,2,0.0,0.0,https://twitter.com/GenV_Eng/status/1421125479818539024
09/01/2022 03:36 AM EST -0500,"La industria ganadera quiere convencernos de que el problema del consumo de agua es sólo en uso doméstico. Sin embargo, para producir un kilo de carne se utilizan 15.000 litros de agua. 💧   #GenV #Veganismo #MedioAmbiente #Agua https://t.co/TXHVwEzKnU",,,0,529,285,0,0,814,0.0,,https://twitter.com/GenV_Esp/status/1565257231947415554
03/03/2019 07:30 AM EST -0500,New drone footage has revealed the spread of US-style mega-farms in the UK and worldwide.  Take a stand and try vegan for Lent:  https://t.co/oTFwGnLs42  #WWJS #WhatWouldJesusSay #MegaFarms https://t.co/U5iwisD2ZY,,,0,27,19,0,0,46,0.0,0.0,https://twitter.com/GenV_Eng/status/1102184537306603520
03/18/2019 10:00 AM EDT -0400,"World-renowned physician and former Olympian Dr. Caldwell B. Esselstyn, Jr. is a pioneer of the #PlantBased health movement.🌱   He is also one of the doctors featured in the documentary, #ForksOverKnives -- a documentary that has inspired countless people to eat vegan. 🙌 https://t.co/69LlvCL8Vm",,,0,76,49,0,0,125,0.0,0.0,https://twitter.com/GenV_Eng/status/1107642943987433472
06/08/2019 02:30 PM EDT -0400,WARNING - you may never drink a dairy #milkshake ever again after watching this! 👇   RT to share the truth behind #dairy 🐄 https://t.co/L8B5HhSe5L,,,0,28,31,0,0,59,0.0,0.0,https://twitter.com/GenV_Eng/status/1137426701020008449
11/14/2019 01:11 PM EST -0500,Warning: this little boy will melt your heart! Can you grant Ian's wish and #GoVegan? 😍 🌱 https://t.co/e64GoA5vJH,,,0,86,37,0,0,123,0.0,0.0,https://twitter.com/GenV_Eng/status/1195041540730699776
12/19/2019 11:00 AM EST -0500,"If @sgtvegan can stay vegan while deployed in Afghanistan, you can certainly stick to it for January right? https://t.co/qd4pUvYMfR https://t.co/fUaBhGOH0J",,,0,11,3,0,0,14,0.0,,https://twitter.com/GenV_Eng/status/1207692189188460545
04/07/2023 09:58 PM EDT -0400,"Religions preach compassion, mercy, and love- acts that vegans show to animals by not contributing to their suffering.  Regardless of who you worship or if you follow your own moral compass- choose the compassionate, vegan option.  #Easter #Religion #Veganism  🕋⛪ 🕍⛩️ https://t.co/J1kYYOhVHa",,,0,20,8,0,0,28,0.0,,https://twitter.com/GenV_Eng/status/1644519954899673089
05/08/2023 10:24 PM EDT -0400,1. Honey is made by the bees for the bees. 2. Taking honey from beehives kills bees. 3. Bee farms are cruel. 4. Bees are sentient. 5. Making honey is hard work!  Learn more: https://t.co/YmIQuyBlIE https://t.co/VFhHDrCoKk,,,0,12,3,0,0,15,0.0,,https://twitter.com/GenV_Eng/status/1655760521184829440
05/22/2023 10:01 PM EDT -0400,"Are you brave enough to take the veggie burger challenge? Who knows, you might end up liking it more than you think! 🍔🌱  📹 @VeggieGrill   #veggieburger #veggiegrill #doubledare #tastetest #veganfood https://t.co/611ybofDQQ",,,0,10,1,0,0,11,0.0,0.0,https://twitter.com/GenV_Eng/status/1660828227693080577
07/19/2023 05:56 AM EDT -0400,"""There is a correlation between eating meat and toxic traits deemed with masculinity."" - @mullally_  #rugby #masculine #athlete #worldcup #grandcup #anthonymullally #meat #vegan #RugbyLife #AthleteJourney #FitnessMotivation  Watch the full film: https://t.co/XF2FUFenOx https://t.co/5XVZ2QxWUn",,,0,12,9,0,0,21,0.0,0.0,https://twitter.com/GenV_Eng/status/1681603872639311872
08/08/2023 10:50 AM EDT -0400,"We can still honor our culture and traditions without harming others; we just need to hold on to the parts that truly matter to us while making adaptations in line with our principles.  We should embrace our #traditions, but not at the expense of others. https://t.co/9T1Z8FRtOY",,,0,85,33,0,0,118,0.0,,https://twitter.com/GenV_Eng/status/1688925581218594816
10/05/2023 05:37 PM EDT -0400,"Every year in the United States alone, E. coli kills over 73,000 people. The culprit is not the leafy greens in our salad but the filthy conditions in which animals are raised.  If we don't go vegan for the animals, will we go vegan for our public health?  #FoodSafety #Health https://t.co/gn0q2OFkvy",,,0,5,2,0,0,7,0.0,0.0,https://twitter.com/GenV_Eng/status/1710046665481048211
10/20/2023 06:26 PM EDT -0400,"Yesterday, we lost Esther the Wonder Pig. We will miss her spirit, smiles, wigs, and impact on showing people that compassion is the way forward.  ❤️ @EstherThePig❤️  _____ #pig #animal #AnimalLover #GoVegan https://t.co/ijqXKjdhnJ",,,0,19,6,0,0,25,0.0,,https://twitter.com/GenV_Eng/status/1715494624549073225
10/31/2023 04:31 PM EDT -0400,"Happy Halloween! 🎃👻 This year, the lone star tick prowls the shadows of New York City.  She begins with pleas for compassion, but if it's not given, she's not afraid to take matters into her own fangs.  @itsjamiescorner   https://t.co/EisWea4nvd https://t.co/H0PJEbauUD",,,0,8,2,0,0,10,0.0,0.0,https://twitter.com/GenV_Eng/status/1719452057378189386
11/15/2023 11:12 AM EST -0500,Which is more “cult-like” and weird?  Raising animals in filthy conditions to slaughter them violently and eat their body parts? Or choosing compassion and not contributing to animal suffering?  Try our vegan challenge at https://t.co/jMFksjSJA5  👨 @JoeyCarbstrong https://t.co/4GhRpz8wfW,,,0,3,1,0,0,4,0.0,0.0,https://twitter.com/GenV_Eng/status/1724822739213533470
12/07/2023 02:03 PM EST -0500,"It is with deep sadness we commemorate the passing of our friend in social justice, Benjamin Zephaniah.   We were delighted when he joined our campaign challenging Pope Francis to go vegan for Lent. @BZephaniah was our friend, and it was a privilege to know and work with him.  ❤️ https://t.co/WhZ6V6zM2X",,,0,53,11,0,0,64,0.0,0.0,https://twitter.com/GenV_Eng/status/1732838179999215685
12/13/2023 11:14 AM EST -0500,How can a donut solve the climate crisis? @Plant_Treaty’s “Safe and Just” Report explains how → #COP28 #VeganDonutEconomics Download now: https://t.co/zU5HXK496X https://t.co/Ldv6MiF97F,,,0,4,0,0,0,4,0.0,,https://twitter.com/GenV_Eng/status/1734969980305670441
12/16/2023 07:41 PM EST -0500,Want a movie to enjoy with the kids this holiday? We suggest 7 vegan-themed movies for the whole family 🐮👶:  1. Chicken Run 2. Babe 3. Ferdinand 4. Finding Nemo 5. Dumbo 6. Okja 7. Spirit Untamed  *Check the age rating of the movie to ensure it is suitable for your child 😉 https://t.co/5zsgGQ3wy3,,,0,7,3,0,0,10,0.0,,https://twitter.com/GenV_Eng/status/1736184706431934882
01/16/2024 01:05 PM EST -0500,🐤 #Imagina si Deeko no hubiese sido rescatado...   Habría atravesado un proceso industrial terrible hasta su muerte. 💔 Hay solo una manera en que podemos contribuir a tener más Deekos en nuestra vida: dejar de comerlos. Inicia tu camino #vegano aquí 👇🏽  https://t.co/de3zeoYSP2 https://t.co/QGUyR6JB5M,,,109,2,2,0,0,7,6.4,25.0,https://twitter.com/GenV_Esp/status/1747319300950552876
01/17/2024 01:38 PM EST -0500,#FelizMiercoles ¿Eres #vegan? entonces queremos conocer tú camino vegano.  💪🏽💚 🐣💪🏃‍♀️🥈🌏🐷🐵🐴🐅🐏🐑 Y si te gustaría serlo prueba nuestros desafíos gratuitos en  https://t.co/twJoZy18lb   #LiberaciónAnimal #Justicia #vidavegana #porlosanimales #planeta #salud #SiSePuede https://t.co/2i1vYVm4TA,,,72,0,0,0,0,0,0.0,,https://twitter.com/GenV_Esp/status/1747689979612971437
01/19/2024 01:05 PM EST -0500,"""Es parte de nuestra #Cultura"" o ""hace siglos que los consumimos"". Esto es cierto, pero no significa que no podamos cambiar.  ❓❓La pregunta es: ¿tenemos la valentía para cambiar? Prueba el #veganismo aquí  https://t.co/RmzUOQQsyR  #Viernes #vegan #SiSePuede #animal #Justicia https://t.co/fwu2LnXJyr",,,235,7,6,0,1,19,8.1,,https://twitter.com/GenV_Esp/status/1748406287392456784
01/22/2024 03:07 PM EST -0500,#Pregunta ¿Fuiste #Vegan y dejaste de serlo? 😱  ¿Cuáles crees qué sean las razones por las qué las personas dejan de amar el #veganismo?   💚 Conocélas aquí ➕️ nuestros mejores #Tips para reencontrarte con el veganismo 👇🏽      https://t.co/rpv7bJaS2l  #FelizLunes #SiSePuede,,,100,0,0,0,1,5,5.0,,https://twitter.com/GenV_Esp/status/1749524186996072692
01/23/2024 03:44 PM EST -0500,"🧡#ULTIMAHORA Los insectos son animales. Y aunque tendemos a mirarlos negativamente, y a menudo los tratamos con violencia, son seres vivos con pleno derecho a vivir su vida. Pero, ¿sienten dolor?  🧡Descúbrelo👉🏽 https://t.co/23GRvuzj56  #FelizMartes",,,110,0,0,0,0,2,1.8,,https://twitter.com/GenV_Esp/status/1749895901240246473
01/25/2024 03:06 PM EST -0500,¿Conoces el #impactoambiental que tiene lo qué comemos? ⚠️🍽  👩‍🔬Investigadores de  #sostenibilidad han evaluado productos para ver qué deberíamos comer más y qué haríamos mejor en evitar.  ⚡Da clic para ver los resultados https://t.co/f6gqszA6Uc  #comida #MedioAmbiente #Vegan,,,65,1,1,0,0,2,3.1,,https://twitter.com/GenV_Esp/status/1750611218144899463
01/29/2024 06:59 PM EST -0500,"💪🏽La #masculinidad genuina demuestra cuidado y compasión, crea entornos positivos y libres de juicios. 🤔 ¿Crees que sea necesario redefinir la masculinidad para los #hombres?  🤳🏽 Explora más sobre masculinidad y compasión  https://t.co/RmzUOQR0op    #hombresveganos #veganismo https://t.co/7FPTTM8V5E",,,114,5,3,0,0,3,2.6,,https://twitter.com/GenV_Esp/status/1752119280815227021
01/30/2024 04:38 PM EST -0500,⚠️🗣#greenwashing 👇🏽  práctica común y marketing de las empresas más contaminantes e #injustas del 🌎 que buscan confundir a  consumidores para creer que sus productos son buenos para el medioambiente.  👉 Aquí más información https://t.co/wsT3vKHPh0,,,56,1,1,0,0,3,5.4,,https://twitter.com/GenV_Esp/status/1752446203474690209
01/31/2024 03:17 PM EST -0500,La #dieta carnívora  o consumir únicamente productos #animales va en contra de las investigaciones sobre #nutrición y #salud. 👩🏽‍⚕️❌️🥩  Aquí 🔟 razones por las que llevar está alimentación es una pésima idea.  https://t.co/TmM6au531W  #Miercoles #Conoce,,,122,3,2,0,1,9,7.4,,https://twitter.com/GenV_Esp/status/1752788158318584083
02/01/2024 02:52 PM EST -0500,⛔️ El pedido de este exitoso #deportista es muy claro: BASTA DE COMER #CARNE.   Es esencial frenar nuestra demanda y consumo de productos de origen animal si queremos crear un 🌎  justo.  👉🏽 Súmate a la Generación Vegana aquí https://t.co/Wmby6ondFJ      #lewishamilton #Deportes https://t.co/5OFFEBuib7,,,100,6,4,0,1,11,11.0,,https://twitter.com/GenV_Esp/status/1753144250596757776
02/12/2024 07:00 PM EST -0500,"😟El terror que es tan evidente en la cara de esta cerdita es experimentado por millones de animales de granja a diario. 💚Tienes una alternativa, suscríbete a unos de nuestros desafíos veganos de 7 o 30 días en https://t.co/9AZnjEfQWD 📷 @weanimals https://t.co/EoHOmmR9TH",ADMIN ACCOUNT,,50,0,0,0,0,4,8.0,,https://twitter.com/GenV_Esp/status/1757192878671946104
02/14/2024 10:00 AM EST -0500,🐥🐷📢¡Tenemos grandes noticias! ¡Hoy estamos lanzando nuestro NOVEDOSO desafío de 7 días de veganismo por la espiritualidad! 👉🏽¡Únete ahora en https://t.co/fuhBbVqVaQ https://t.co/CkWWY87c5q,ADMIN ACCOUNT,,55,1,1,0,1,8,14.5,,https://twitter.com/GenV_Esp/status/1757781886296797357
02/19/2024 06:59 PM EST -0500,"☝🏽Siempre te estamos invitando a suscribirte a nuestros desafíos veganos. Pero, ¿qué son realmente? 🤔 ¡Dirígete a https://t.co/CtYbMqGabC y suscríbete hoy gratis! https://t.co/01yLR8fh8N",ADMIN ACCOUNT,,102,1,1,1,0,6,5.9,,https://twitter.com/GenV_Esp/status/1759729564115186090
02/21/2024 07:00 PM EST -0500,"🐮🐷🐔Al leer esto, millones de animales están experimentando el calor intenso del sol, algunos de ellos por primera vez en sus vidas, mientras son transportados hacia un matadero. https://t.co/CtYbMqGabC https://t.co/pWfVuqnLg1",ADMIN ACCOUNT,,51,0,0,0,0,0,0.0,13.0,https://twitter.com/GenV_Esp/status/1760454370309669130
02/22/2024 07:00 PM EST -0500,"El cacao, su cultivo respetuoso con los ecosistemas, preparación y simbolismo guardaban mucha importancia ritual para las culturas indígenas de Centroamérica. https://t.co/CtYbMqGabC https://t.co/CqqkXE4Ldv",ADMIN ACCOUNT,,54,0,0,0,0,3,5.6,,https://twitter.com/GenV_Esp/status/1760816829042233827
02/26/2024 10:00 AM EST -0500,🐔El sufrimiento prevalece en la industria del huevo. https://t.co/JQAxx7jxRD,Jessica Gonzalez Castro,,81,1,2,0,1,6,7.4,,https://twitter.com/GenV_Esp/status/1762130526586949858
03/01/2024 09:00 AM EST -0500,"Lo que elegimos comer puede tener un inmenso impacto en el #planeta, puede afectar nuestra propia #salud y puede impactar a los #animales 🐮🌎💉  Aquí te contamos porque nuestras elecciones alimentarias importan 👉 https://t.co/p9NtgQYgK7",Jessica Gonzalez Castro,,83,3,1,0,0,6,7.2,,https://twitter.com/GenV_Esp/status/1763564968811610147
03/07/2024 10:00 AM EST -0500,👕👗La ropa sin crueldad va camino de convertirse en la nueva norma. ¿Cómo puedes unirte a este movimiento? Te explicamos por qué deberías hacerlo y cómo puedes tomar decisiones más respetuosas con tu ropa. https://t.co/T9Axy9sqrX,Jessica Gonzalez Castro,,51,3,0,0,0,6,11.8,,https://twitter.com/GenV_Esp/status/1765754389728289160
03/12/2024 10:00 AM EST -0500,"💛 La comida que comían nuestros antepasados ​​dependía de la época en que vivían, su ubicación geográfica, así como de la estación y del clima, pero las personas antropólogas dicen que nuestras primeras antepasadas ​​eran predominantemente vegetarianas👇🏼 https://t.co/ToZpktD3Tz",Jessica Gonzalez Castro,,45,2,0,0,1,8,17.8,,https://twitter.com/GenV_Esp/status/1767566275285229878
03/21/2024 10:00 AM EST -0500,"📚🎥 En los últimos años hemos sido testigos de un aumento en narrativas que abrazan el veganismo, un testimonio del creciente impacto del movimiento. Desde libros hasta películas y programas, estos personajes han elegido la amabilidad sobre la crueldad. https://t.co/BQWDSK4zLx",Jessica Gonzalez Castro,,56,1,0,0,1,5,8.9,,https://twitter.com/GenV_Esp/status/1770827797923000493
03/28/2024 00:59 PM EST -0500,✝️ ¿Se menciona al veganismo en la Biblia? ¿Se alinean las ideas cristianas con la búsqueda de un mundo libre de explotación y crueldad hacia seres inocentes? Acá te contamos más. 👇🏼https://t.co/D7B6NDId57  #religion #cristianismo #Dios #vegan #fe #etica,Jessica Gonzalez Castro,,46,0,0,0,0,7,15.2,,https://twitter.com/GenV_Esp/status/1773409688299753551
03/29/2024 01:00 PM EST -0500,✝️ Uno de los argumentos en favor del consumo de animales que las personas veganas solemos escuchar es que Dios puso a los animales en la Tierra para que los comamos. ¿Es cierto?👇🏼  #fe #cristianismo #religion #dios #jesus #vegan #veganismo #catolicismo https://t.co/yD5os2mL79,Jessica Gonzalez Castro,,46,0,0,0,0,1,2.2,,https://twitter.com/GenV_Esp/status/1773772186668441627
03/31/2024 01:00 PM EST -0500,"✝️ El veganismo no es una religión pero, al igual que muchas, se basa en la compasión, la benevolencia, la caridad, el amor, la equidad y el respeto. 👉🏽 Aquí hablamos más sobre esta relación 💚  #religion #dios #veganismo #fe #catolicismo #creencia #Dios https://t.co/MSCrtdeIbH",Jessica Gonzalez Castro,,61,1,0,0,0,2,3.3,,https://twitter.com/GenV_Esp/status/1774496934029357447
04/02/2024 09:00 AM EST -0500,🫶🏽 ¿Sabías que es posible adoptar el veganismo y al mismo tiempo seguir siendo fiel a la propia cultura y mantener la conexión a ella?  Lee mas en este blog 🔥 https://t.co/mzjVsmfvUF  #veganismo #cultura #tradiciones,Jessica Gonzalez Castro,,41,2,0,0,1,2,4.9,,https://twitter.com/GenV_Esp/status/1775161295999815904
04/09/2024 06:57 PM EST -0500,💚🌱  Pasen a leer el artículo 👇🏼,,,48,2,0,0,0,1,2.1,,https://twitter.com/GenV_Esp/status/1777848417336672264
04/11/2024 10:00 AM EST -0500,"🐮 Hay tantas buenas razones para elegir una alimentación basada en plantas que no importa cuál nos motiva más. Al actuar por el bien personal, actuamos por el bien colectivo. Conoce más sobre las razones de elegir el veganismo 💚 #veganismo #plantbased https://t.co/5u11JvgZxY",Jessica Gonzalez Castro,,44,2,0,0,1,6,13.6,,https://twitter.com/GenV_Esp/status/1778437948922298727
04/17/2024 09:59 AM EST -0500,🧐¿Cuántas veces hemos escuchado este argumento para justificar el consumo de carne?  👉🏽 En este blog puedes leer cómo responder a esta afirmación para defender mejor a los animales 🐮https://t.co/3xOs9Aj14t  #carne #veganismo #vegetarianismo,Jessica Gonzalez Castro,,25,0,0,0,1,2,8.0,,https://twitter.com/GenV_Esp/status/1780612107492286789
04/22/2024 09:59 AM EST -0500,"🤨Es habitual escuchar el argumento de que, como hemos comido carne desde el principio de los tiempos, debemos seguir haciéndolo. Esto es erróneo por dos razones.  👉🏽 ¡Leelas aquí! https://t.co/yvkkYLYJxG  #carne #veganismo #vegetarianismo",Jessica Gonzalez Castro,,36,1,0,0,0,2,5.6,,https://twitter.com/GenV_Esp/status/1782424069943464087
