Date,Content,Created by,Labels,Organic Reach,Paid Reach,Total reach,Organic impressions,Paid impressions,Total impressions,Engaged users,Engagement rate per reach (%),Engagement rate per impression (%),Clicks,Link clicks,Photo views,Video play,Other clicks,Organic video views,Paid video views,Total video views,Average time watched,Average percentage of time watched,Url
09/21/2023 00:46 PM EST -0500,"❤️‍🩹💔Nuestros corazones están destrozados por lo que paso el dia de ayer en el Santuario Antiespecista @progettocuoriliberi_odv en Italia. Enviamos nuestro más sentido pésame y respeto a todas las personas que estuvieron días resistiendo y que fueron brutalmente violentados por la policía. 🕊️Hoy en el día mundial de la paz, te pedimos cuestionar estas violencias y unirte.En memoria de:CROSTAFREEDOMCRUSCAPUMBADOROTHYMERCOLEDIBARTOLOMEOURSULACAROLINASPINO¡No serán olvidados!_____@adayinthelife_film @progettocuoriliberi_odv@retedeisantuari_official@vitadacani__official@genv_italia",,,112,0,112,0,0,126,,,,0,0,0,0,7,268.0,0.0,268.0,12.0,13.3,https://www.facebook.com/775162031281481
09/24/2023 11:26 AM EST -0500,"🌍¡Dia mundial de los gorilas! 🦍🌳 En el corazón de la naturaleza, Ubuhamya y su cría de 1 semana de edad comparten un vínculo indestructible. Ubuhamya cuidará a su bebé durante 3 años, asegurando alimento, protección y habilidades para un futuro como gorila fuerte 🦍🌿. ¡Su amor es conmovedor y la mirada de su cría derrite el corazón! 🥰 Pero la expansión de la industria ganadera amenaza a estos seres majestuosos. 🐄🛢️ La deforestación para pastizales de ganado reduce su hábitat, mientras que la caza furtiva y el comercio ilegal también los ponen en peligro. ¡Debemos actuar!  ¡Cambia tu alimentación hoy! 🌱🤝 Juntes, podemos salvar a los gorilas y mantener viva la belleza de la naturaleza. 🌏✨  Más información en 👉 GenV.org  📸: Eric Ndayishimiye ____  🌍 World Gorilla Day! 🦍🌳 In the heart of nature, Ubuhamya and her 1-week-old offspring share an indestructible bond. Ubuhamya will care for her baby for 3 years, ensuring nourishment, protection, and skills for a future as a strong gorilla 🦍🌿. Their love is touching, and their offspring's gaze melts the heart! 🥰 But the expansion of the livestock industry threatens these majestic beings. 🐄🛢️ Deforestation for cattle pastures diminishes their habitat, while poaching and illegal trade also jeopardize them. We must take action!  Change your diet today! 🌱🤝 Together, we can save the gorillas and keep the beauty of nature alive. 🌏✨ More information at 👉 GenV.org  📸: Eric Ndayishimiye  #DíaMundialDeLosGorilas      #WorldGorillaDay",,,157,0,157,0,0,163,,,,0,0,0,0,1,228.0,0.0,228.0,4.0,39.3,https://www.facebook.com/777005311097153
09/25/2023 10:04 AM EST -0500,Los santuarios antiespecistas reivindican la vida de los animales explotados y nos enseñan por qué debemos mostrar respeto y amor por todos los seres sintientes.🐷 Y tú  ¿has estado en un santuario de animales?    ✨Conoce más sobre el maravilloso trabajo de los santuarios en GenV.org y regístrate a nuestro desafío vegano por los animales en el siguiente enlace   https://genv.org/es/por-que-veganismo/por-los-animales/  #veganismo    #santuarios    #antiespecismo,,,252,0,252,0,0,262,16.0,6.3,6.1,2,1,1,0,0,,,,,,https://www.facebook.com/photo.php?fbid=777605671037117&set=a.369597351837953&type=3
09/25/2023 06:55 PM EST -0500,"""¿De dónde viene el tocino?"" 🥓🐖 ¿Qué le responderías a una niña que te hace esta pregunta?  Una de las formas en que la industria logra que millones de personas sigan consumiendo animales es ocultando el verdadero origen de la carne. 🐄  Tal vez si todas las infancias fueran informadas con la verdad, muchas de ellas no elegirían comerse a sus amigos de peluche.   Diciendo la verdad estamos educando a los y las pequeñas en la empatía y el amor hacia todos los animales.   Si quieres saber más sobre el veganismo, cuáles son las razones detrás de esta filosofía de vida, qué implica ser vegane y cuáles son los impactos de la alimentación a base de plantas, te invitamos a visitar nuestra web.   Tu decisión hace la diferencia. Podemos crear un mundo más amable para todos quienes lo habitamos. 💚🌱 ___ 🌐https://genv.org/es/go-vegan/ 🎥 @genv_esp  #carne #cerdos #porlosanimales       #inspiración   #infanciasfelices",,,96,0,96,0,0,99,,,,0,0,0,0,0,86.0,0.0,86.0,15.0,32.1,https://www.facebook.com/777841254346892
09/26/2023 11:43 AM EST -0500,"¿Sabías que no existe otro planeta como el nuestro? Por eso todos los días son buenos para decidir cambiar tus hábitos de consumo.   🌎🔥La actividad humana ha tenido, y seguirá teniendo, un enorme impacto en el clima global, con consecuencias ineludibles. La crisis climática es uno de los problemas más acuciantes a los que se enfrenta hoy la humanidad. El cambio climático está causado por la acumulación en la atmósfera de gases de efecto invernadero que calientan el planeta, provocando una serie de impactos medioambientales y sociales.  🌳👥El principal problema al que se enfrenta la humanidad en términos de calentamiento global es el aumento masivo de los gases de efecto invernadero. El Norte global no está haciendo lo suficiente, e incluso está obstaculizando la labor que ayudaría a sobrevivir a los seres más vulnerables ante la inminente ruptura climática.  Entonces, ¿cuál es la forma más fácil y eficaz de luchar contra el cambio climático a escala individual? ¿Tomar más trenes? ¿Dejar de volar? ¿Reciclar todo lo que usas? En realidad, la respuesta es mucho más sencilla: cambiar la alimentación.🌎🌱  Hay un montón de pequeñas acciones que puedes llevar a cabo para reducir tu consumo de productos animales, y son tan fáciles que apenas te darás cuenta, en el siguiente link te compartimos las 5 mejores y todo lo qué necesitas saber sobre el cambio climático.  https://genv.org/es/cambiar-tu-alimentacion-este-dia-de-la-tierra/  #carne #ganadería #alimentaciónabasadaenplantas   #Sustentabilidad",,,148,0,148,0,0,162,16.0,10.8,9.9,1,0,1,0,0,,,,,,https://www.facebook.com/photo.php?fbid=778346954296322&set=a.369597351837953&type=3
09/26/2023 07:12 PM EST -0500,"¿Qué haces tu para cuidar al planeta? 🌍🙏  Una de las decisiones individuales que más impacto tiene sobre el medioambiente es la alimentación. Cada vez que comemos tenemos la oportundiad de elegir en qué mundo queremos vivir. 🥗  ¡El veganismo es para todas las personas! No hay restricción etaria, de género, de etnia ni de clase social. Puedes veganizar cualquier comida haciéndola deliciosa y al mismo tiempo estarás optando por una alimentación que cuide del planeta en que vivimos y todos los seres que lo habitamos.   Te invitamos a que visites nuestra web y conozcas nuestros Desafíos Veganos donde encontrarás toda la información que necesitas para veganizar tu vida de manera saludable, amable y consciente. La información que compartimos está basada en la ciencia contemporánea y en la firme creencia de que no necesitamos matar animales para tener vidas saludables y felices.   ¿Qué opinas tu?  _______ 🌐https://genv.org/es/go-vegan/ 🎥 @genv_esp  #mitosveganos #porelplaneta #porlosanimales #veganismoesjusticia",,,89,0,89,0,0,93,,,,0,0,0,0,0,111.0,0.0,111.0,7.0,22.1,https://www.facebook.com/778538377610513
09/27/2023 10:03 AM EST -0500,"Queremos saber qué personas veganas son tu inspiración ✨😎 @ElliotPage es una brillante inspiración para millones de personas.✨  Hace unos años, Elliot compartió con el mundo algo que había mantenido oculto durante mucho tiempo por miedo y ansiedad sobre cómo podría ser recibido por una sociedad que a menudo es profundamente crítica o desprecia las cosas que no entiende inmediatamente, en este caso, una sociedad atravesada por la transfobia.  ""Lo que esperaba era mucho apoyo y amor y una enorme cantidad de odio y transfobia"", dijo Page. Y eso es exactamente lo que recibió. 🏳️⚧️  Pero Page dio la cara con valentía de todos modos, por un profundo sentido de la responsabilidad de compartir su verdad, y animamos a todas las personas del mundo a hacer lo mismo. Así que si algo relacionado con la explotación de los animales te parece mal y quieres adoptar una postura vegana, pero temes la reacción de tu familia o tus amigos, recuerda: está bien tener miedo, pero es profundamente insatisfactorio vivir una vida que no se alinea con nuestros valores fundamentales.  ⚡Sigue el ejemplo de Elliot, regístrate a alguno de nuestros desafíos veganos, elige el que más te llame la atención y ¡Vive tu verdad!  https://genv.org/es/",,,185,0,185,0,0,196,13.0,7.0,6.6,0,0,0,0,1,,,,,,https://www.facebook.com/photo.php?fbid=778942047570146&set=a.369597351837953&type=3
09/27/2023 07:00 PM EST -0500,"Tus elecciones alimentarias pueden estar alimentando la injusticia. 👊🏼  Nuestra comida tiene una historia por detrás que debe ser narrada. La comida hace a nuestras culturas, tanto como la cultura determina qué es comida y qué no lo es.   ¡Va siendo hora de cambiar nuestra cultura! Matar animales para alimentarnos ya no debería ser ""normal"" en ningún país del mundo.   Hay suficiente evidencia científica para alimentarnos de manera perfectamente saludable a base de plantas, sin ningún sufrimiento detrás de nuestros platos. Podemos cambiar el sistema difundiendo información y siendo lo más coherentes que podamos con nuestras elecciones alimentarias.   👉🏽 Si necesitas ayuda y soporte para hacer un cambio paulatino de alimentación hacia el veganismo, te invitamos a suscribirte en nuestra web a los Desafíos Veganos. Encontrarás allí consejos, recetas y mucha información que sustente tu decisión y te dé ánimos para transformarte.  _______ 🌐https://genv.org/es/go-vegan/  #veganismoesjusticia   #derechosanimales",,,122,0,122,0,0,139,10.0,8.2,7.2,1,0,1,0,1,,,,,,https://www.facebook.com/779180927546258
09/28/2023 10:00 AM EST -0500,"✨️🌱Adoptar una alimentación basada en plantas es la mejor manera de proteger nuestra propia salud, así como la salud de otras personas, el planeta y los animales. ¡Pero hay mucho más que podemos hacer para marcar la diferencia!  ✨️✊🏼¿Te gustaría comenzar a activarte por un mundo más justo y mejor para todes? Da clic aquí ⬇️  https://genv.org/es/haz-un-impacto/  #activismo   #derechosanimales    #justiciasocial",,,90,0,90,0,0,102,4.0,4.4,3.9,0,0,0,0,0,,,,,,https://www.facebook.com/779590490838635
09/28/2023 07:03 PM EST -0500,¡Ningún animal quiere morir! 🐑  Al transportar animales de granjas los exponemos no solo a unos niveles de estrés altísimos sino a peligros de muerte por accidentes como el que ves en el video. 🐑🚚  Esta crueldad sólo terminará cuando no haya más consumidores de carne de animal.   ¡Ayúdanos a difundir para que se conozcan las tremendas consecuencias del sistema alimentario basado en animales!  Si quieres más información sobre veganismo puedes visitar nuestra web. Tu decisión importa.  ________ 🌐https://genv.org/es/go-vegan/  #especismo #carne #animalesfelices  #cuteanimals #veganismoesjusticia,,,153,0,153,0,0,162,,,,0,0,0,0,2,157.0,0.0,157.0,10.0,89.3,https://www.facebook.com/779836864147331
09/29/2023 06:25 PM EST -0500,"La semana pasada, la activista por el cambio climatico  @Genesisbutler_ y @genv_eng visitaron Nueva York para pedir al @Earthshotprize que añada una sexta categoría para promover un sistema de alimentos a base de plantas. A cambio, estamos dispuestas a otorgar £1 millón al Earthshot.  Earthshot realiza un trabajo increíble en beneficio de la salud del planeta y podría tener un impacto aún mayor al agregar esta categoría basada en plantas.  🎥 @sweetpotatotyler 📸 @raul_armas_  #Earthshot #Earthshotprize #Vegan #MedioAmbiente #CambioClimatico",,,162,0,162,0,0,177,12.0,7.4,6.8,0,0,0,0,1,45.0,0.0,45.0,9.0,14.6,https://www.facebook.com/780459724085045
10/01/2023 00:41 PM EST -0500,🥰Hoy es el Día Mundial del Vegetarianismo y te dejamos este post para que nos ayudes a difundir.  ¿Cuánta gente vegetariana tenemos por aquí? Levanten la manita 🖐  #vegetarianismo,,,453,0,453,0,0,511,39.0,8.6,7.6,20,0,20,0,4,,,,,,https://www.facebook.com/781542903976727
10/02/2023 09:59 AM EST -0500,"¿Sabías qué hoy 2 de octubre es el  #DíaMundialdelosanimalesdegranja? 🐑🐔🐷🐄 Y aunque en GenV sabemos que ningún animal debería ser llamado así, es un buen momento para reflexionar.  El término «granjas industriales» se usa tan comúnmente en estos días que a veces olvidamos lo que realmente significa: la explotación sistemática de seres vivos a una escala inmensa, sin pensar en ellos más que si fueran componentes de un automóvil que se ensambla en una fábrica.   Pero cada uno de los animales criados, mutilados, golpeados, deliberadamente preñados, muertos de hambre, enjaulados y sacrificados es un individuo, cada uno de ellos con una personalidad distinta, con deseos y necesidades que una granja industrial nunca puede satisfacer.  Cuando las investigaciones revelan el sufrimiento en las granjas, hay un grito comprensible porque la mayoría de la gente es amable y solidaria. Pero para muchos, dejar de financiar la industria ganadera cambiando lo que comen puede ser realmente abrumador.  ⚡️Por eso en GenV hemos creado unos desafíos veganos para ti  ⚡️Puedes registrarte en el siguiente enlace, son gratuitos y fáciles de seguir.  ✊Sé el cambio que quieres ver en el mundo. Prueba el veganismo 💖🌱https://genv.org/es/por-que-veganismo/por-los-animales/  ⚡️Para saber más sobre la vida de los animales en granjas da clic aquí  https://genv.org/es/animales-de-granjas-industriales/     #ganadería    #granjas  #derechosanimales #animalesenlibertad",,,231,0,231,0,0,243,8.0,3.5,3.3,1,0,1,0,0,,,,,,https://www.facebook.com/photo.php?fbid=782011060596578&set=a.369597351837953&type=3
10/02/2023 07:01 PM EST -0500,"""Un Día en la Vida de un Animal de Granja"" es un proyecto colectivo que nos permite amplificar las voces de los animales de granja, compartir sus historias y concienciar sobre su sufrimiento innecesario. 🐄🐖🐓  Con imágenes de más de 25 cineastas de 11 países, este documental nos muestra la realidad de estos animales durante un día completo. 🌍📽️  ¡No te pierdas el estreno mundial hoy, 2 de octubre de 2023, en el Día Mundial de los Animales de Granja! 🌟🗓️ Puedes verla en wfaday.org y weareallanimals.org y https://youtu.be/8btkl69Erj8?feature=shared 📺✨  #documentales    #inspiración  #videoviral  #Díamundialdelosanimalesdegranja  #govegan",,,248,0,248,0,0,266,,,,0,0,0,0,2,926.0,0.0,926.0,8.0,25.0,https://www.facebook.com/782269127237438
10/03/2023 04:00 PM EST -0500,"🏋‍♀️🔥Veronique Cormier es una atleta competitiva que sobresale como levantadora de pesas. Ella ha levantado más de seis veces su peso corporal, y en cuclillas más del doble de su peso corporal.  🏋‍♀️🔥Aunque su régimen de entrenamiento la ayuda a impulsar sus habilidades, es su alimentación a base de plantas la que alimenta su ganancia muscular y le ayuda a su recuperación para seguir siendo competitiva.  Una dieta vegetal no solo te proporciona  proteínas y nutrientes de alta calidad, sino que se ha demostrado que reduce la inflamación. Y eso permite una recuperación más rápida y sesiones de entrenamiento más duras.🥦  ⚡️⚡Descubre más sobre el papel que juega una alimentación cien por ciento vegetal en tú rendimiento atlético y prueba una alimentación basada en plantas comienza registrándote a nuestro desafío vegano por la salud.  https://genv.org/es/por-que-veganismo/por-tu-salud/  ¿Llevas una alimentación a base de plantas y eres atleta? ¿Has notado mejoras en tu estado físico desde entonces?  #atletas   #veganas #alimentaciónabasedeplantas    #veganpower",,,713,0,713,0,0,731,40.0,5.6,5.5,2,0,2,0,3,,,,,,https://www.facebook.com/photo.php?fbid=782832783847739&set=a.369597351837953&type=3
10/04/2023 07:01 PM EST -0500,"SON AMIGXS, NO COMIDA 🐷🐣🐟🐮🐑  Durante la infancia, nuestra relación con los animales puede ser mucho más compasiva que cuando crecemos, ya que la sociedad nos va alejando cada vez más de sus realidades. Es importante reconectar con esa empatía de la niñez, y defender a los animales todos los días a través de las elecciones alimentarias que tomamos.   ✨️Para comenzar nuestro camino en el veganismo, suscríbete a nuestros desafíos gratuitos de 7 días en el link de nuestra bio, y recibirás información, consejos y mucho más…🌱  #DíaMundialDeLosAnimales  #veganismo  #animales  #niños  #vegetarianismo  #GenV",,,1110,0,1110,0,0,1159,,,,0,0,0,0,7,2067.0,0.0,2067.0,23.0,39.0,https://www.facebook.com/783475950450089
10/05/2023 10:25 AM EST -0500,"❌🥛Hay muchas razones para evitar los lácteos.   🐄Son perjudiciales para los animales y el planeta, y también para las personas. Si sufres trastornos digestivos, dolores de estómago o acné, los lácteos podrían ser los culpables, y también están asociados a enfermedades mucho peores.  ℹ¿Quieres saber más? Da clic en el siguiente enlace   https://genv.org/es/es-mala-la-leche-de-vaca-para-la-salud/  #lácteos    #leche    #salud #enfermedades",,,134,0,134,0,0,146,13.0,9.7,8.9,1,1,0,0,1,,,,,,https://www.facebook.com/783882893742728
10/05/2023 07:00 PM EST -0500,"Houdini, corrió por su vida y logró escapar de un matadero.   Cada vaca merece lo que Houdini tiene en The Gentle Barn 💚  Los animales no son comida.  _______  Más información en 👉 GenV.org (da click en el link de nuestra BIO)  🎥 Vía The Gentle Barn",,,730,0,730,0,0,760,,,,0,0,0,0,19,999.0,0.0,999.0,7.0,51.0,https://www.facebook.com/784091993721818
12/03/2023 07:00 PM EST -0500,"Hoy en el Día Mundial de las Personas con Discapacidad te queremos compartir este poderoso mensaje de James Moore, estrella de TV en la serie británica Emmerdale. Todes merecemos respeto, sin importar nuestras diferencias.  💚 ¿Lista para alzar la voz?  Accede al link en la bio de ⚡@GenV_Esp⚡para aprender más y acceder a los desafíos veganos de 7 días gratuitos, llenos de recetas y recursos para activistas.  ___ https://genv.org/es/guia-sobre-veganismo-para-personas-con-discapacidad/ 🌐   #DíaMundialDeLasPersonasConDiscapacidad    #VidaVegana    #capacitismo   #especismo  #activismo",,,348,0,348,360,0,360,,,,0,0,0,0,7,0.0,0.0,0.0,13.0,20.2,https://www.facebook.com/822156076582076
12/04/2023 11:01 AM EST -0500,"DÍA DE CONSERVACIÓN DE LA VIDA SILVESTRE La Crisis de la Vida Silvestre: Una Realidad 🦓🌿  Analicémoslo:  📉 Estadísticas alarmantes: El 60% de las poblaciones animales del mundo han desaparecido desde 1970. 🐄 Impacto de la ganadería: Un gran contribuyente a este declive. 🌱 Vegano vs. productos animales: Se necesita mucho menos terreno para producir productos veganos que para los animales. 🌳 Destrucción del hábitat: El pastoreo de animales de granja y la producción de cultivos llevan a la destrucción de bosques. 🌿 Consecuencia trágica: Hábitats arrasados, animales salvajes desplazados y especies enteras llevadas a la extinción. 🌾 Dilema de la soja: ¿Culpar a la soja? La mayoría de la soja se destina a la alimentación de animales de granja, especialmente para pollos.  ¡Es hora de tomar conciencia y cambiar! 🌍💪 Hagamos elecciones sostenibles para nuestro planeta y su vida silvestre. Para obtener más información, visita GenV.Org   #WorldLifeConservationDay #DíaMundialDeLaConservaciónDeLaVidaSilvestre      #animalessilvestres    #vidavegana    #sostenible",,,144,0,144,154,0,154,,,,0,0,0,0,2,163.0,0.0,163.0,7.0,63.0,https://www.facebook.com/822559839875033
12/05/2023 07:00 PM EST -0500,"🎄🫰 Hemos creado esta imagen con la intención de que te resulte más fácil comunicarte con tus seres querides y amigues este año.   Envíala y compártela cuantas veces quieras y necesites. Para más consejos y recetas para las fiestas, dirígete a GenV.Org  #navidad  #navidad2023  #vegana",,,619,0,619,655,0,655,63.0,10.2,9.6,10,1,9,0,16,,,,,,https://www.facebook.com/photo.php?fbid=823392123125138&set=a.369597351837953&type=3
12/07/2023 10:59 AM EST -0500,"🐾 La relación de los humanos con los animales no humanos es compleja   A algunos les amamos, a otros les detestamos, y a otros deliberadamente les dañamos a pesar de afirmar amarlos. Es desconcertante.  💔   💭🧠 Aquí desentrañamos algunos de los nudos psicológicos en los que nos enredamos para poder amar a los animales pero al mismo tiempo comerlos. Y, por supuesto, ofrecemos una manera diferente de analizar la cuestión. 👇🏽  https://genv.org/es/la-paradoja-de-la-carne-y-la-negacion-mental-la-psicologia-de-comer-animales/  #animales      #reflexiones     #psicología #parati #carne",,,275,0,275,292,0,292,29.0,10.5,9.9,8,8,0,0,1,,,,,,https://www.facebook.com/824417383022612
12/07/2023 07:00 PM EST -0500,"¿NAVIDAD VEGANA? ¡Si se puede! ✨🥂  En estas fechas, recuerda que elegir comer vegano no significa renunciar a las comidas tradicionales. Te queremos ayudar a que pases momentos inolvidables con tus familiares y amistades, sean personas veganas o no, y que tú puedas disfrutar al máximo. Te compartimos algunos tips a tener en cuenta este diciembre.   🫶 Y tú, ¿tienes otro tip para compartir?  💕Comparte este post con personas veganas a quienes les pueda interesar.  #Diciembre  #Navidad  #Vegana    #parati  #comidavegan",,,355,0,355,422,0,422,35.0,9.9,8.3,11,0,11,0,4,,,,,,https://www.facebook.com/824625416335142
12/08/2023 05:00 PM EST -0500,"💔 De la industria ganadera nadie sale con vida.  🥹 Vamos a crear un mundo donde los animales tengan vidas dignas, libres y autónomas.  Inscríbete a nuestro desafío gratis por los animales de 7 días, el link está en nuestra BIO @genv_esp  ——— 👩‍💻 https://genv.org/es/por-que-veganismo/por-los-animales/  #vidavegana     #cuteanimals    #porlosanimales    #reflexiones   #cerdos",,,200,0,200,214,0,214,,,,0,0,0,0,2,382.0,0.0,382.0,8.0,38.5,https://www.facebook.com/825239729607044
12/11/2023 07:00 PM EST -0500,"¡QUÉ FESTÍN!                ¡Te deseamos un año nuevo compasivo y libre de crueldad! 🌟🌱 Hagamos la promesa de probar el veganismo por los animales y crear un mundo en donde la amabilidad no conozca límites. Brindamos por un año lleno de amor, empatía y cambios positivos. 💚🐾  Farm Sanctuary    #AñoNuevoVeganoNuevo  #CompasionEnAccion    #pavos    #cuteanimals",,,475,0,475,504,0,504,,,,0,0,0,0,15,972.0,0.0,972.0,8.0,42.2,https://www.facebook.com/827197516077932
12/12/2023 09:54 AM EST -0500,"🎄🎄 ¡Bienvenide a la tradicional Navidad!   A quienes recién llegan al veganismo se les pregunta a menudo ¿qué comes en Navidad?, como si el pavo fuera lo único importante.  🥗  ¿Sabías qué la mayor parte de la comida navideña tradicional es vegana o puede hacerse vegana con bastante facilidad?. 😋 Deja boquiabiertos a tus invitades cuando lleves a algunos platillos navideños de GenV, aquí las recetas:  https://genv.org/es/recetas-veganas-para-una-navidad/  #Navidad    #vegana    #vidavegana     #recetas    #feliznavidad",,,190,0,190,197,0,197,12.0,6.3,6.1,3,3,0,0,0,,,,,,https://www.facebook.com/827594652704885
12/12/2023 07:11 PM EST -0500,"¿LA NAVIDAD ES DIFICIL PARA TI? 🐷🎄  ✨Ya sea que tus amigues continúen preguntándote de dónde obtienes tu proteína, o que no tengas muchas opciones de comida en las fiestas con tu familia, esta época del año puede ser difícil para las personas veganas.  👉🏽Aquí hay algunos consejos que podrían ayudarte. ¡Recuerda que no estás sola!  #tips   #Feliznavidad  #fiestasnavideñas  #navidadvegana  #vidavegana",,,329,0,329,352,0,352,,,,0,0,0,0,15,1173.0,0.0,1173.0,7.0,27.9,https://www.facebook.com/827848626012821
12/13/2023 07:14 PM EST -0500,🍋🎄 Hoy te compartimos esta deliciosa receta barata y muy mexicana para probar en las fiestas.  CARLOTA DE LIMON CON PROTEÍNA  🍋 Necesitarás:  3 paquetes de tofu silken 3/4 taza de jugo de limón  3/4 taza de azúcar 3 cucharaditas de extracto de vainilla  2 y 1/2 paquetes de galletas tipo María (aptas)  🍋 Agrega todos los ingredientes excepto las galletas a la licuadora y procesa muy bien hasta que obtengas una textura súper cremosa. En tu molde o refractario haz una capa de galletas al fondo. Agrega una capa de la crema de tofu para cubrir las galletas. Sobre el tofu agrega otra capa de galletas y cúbrelas con otra capa de tofu. Continúa así hasta terminar con una capa de tofu por encima. Deja que repose en el refrigerador toda la noche.  🍋 Al día siguiente decora con un poco de ralladura de limón y moronitas de galleta. Corta cuadros y sirve.  💕 ¡Comparte esta receta para que esta Navidad sea más vegana que nunca! 🎄 🗂️ Guarda para tenerla siempre al alcance ✏️ Déjanos tu opinión en los comentarios 🫶 Gracias a @casanimalplaya   #RecetaMexicana  #recetadeliciosa  #recetavegana  #PostreVegano #parati,,,540,0,540,545,0,545,,,,0,0,0,0,3,1159.0,0.0,1159.0,9.0,15.8,https://www.facebook.com/828501479280869
12/14/2023 07:00 PM EST -0500,"EL VEGANISMO Y LAS FIESTAS 💚🎄                                    En esta época de reuniones familiares y ratos con amigues, las personas veganas podemos experimentar situaciones incómodas. 🫣  💚🎄Con los años, cuando estas situaciones se hacen moneda corriente, es probable que ya no tengamos deseo de juntarnos para las fiestas, y esta parte del año puede volverse un tanto estresante.  Desde GenV queremos brindarte algunos consejos para que puedas volver a juntarte con tus seres queridos y que esto no te genere momentos de malestar.   ⚡Anímate a llevar comida para compartir y prepárate para responder todas las preguntas y curiosidades con paciencia y amabilidad. Después de todo, las fiestas son un momento para encontrarnos y disfrutar de la compañía de personas queridas, y eso es lo importante.                      ¿Tienes algún otro consejo basado en tu experiencia? 👇Te leemos  #tipsveganos  #feliznavidad    #navidadvegana    #vegan  #vidavegana",,,268,0,268,282,0,282,5.0,1.9,1.8,2,0,2,0,0,,,,,,https://www.facebook.com/829189155878768
12/15/2023 10:08 AM EST -0500,"🔔 🦃🦃Comienza la cuenta regresiva para festejar la Navidad.  En esta temporada de fiestas, queremos defender la idea de una navidad sin carne: por los animales, por el planeta, por las personas trabajadoras, por tu propia salud y por la salud de las personas de todo el mundo. 🌱  🔔 Una pequeña decisión alimentaria puede crear un enorme efecto dominó. Hay muchas razones para celebrar sin pavo esta Navidad. Aquí están nuestras diez principales  https://genv.org/es/razones-por-las-cuales-no-comer-pavo/  #pavo      #NavidadVegana     #veganismo      #derechosanimales     #FelizNavidad",,,253,0,253,261,0,261,20.0,7.9,7.7,3,3,0,0,1,,,,,,https://www.facebook.com/829613262503024
12/17/2023 07:01 PM EST -0500,"🌍💔 Nadie sale vivo de la industria ganadera. Más del 90% de los animales criados para carne, leche y huevos viven una vida de encierro en cobertizos o depósitos gigantes, sin estímulos mentales ni cuidados individuales.   😢 Millones mueren en esas jaulas antes de llegar a la edad de sacrificio, sin ser vistos ni considerados.  #animales #cerdos #ganadería #carne #amigosnocomida #govegan",,,126,0,126,130,0,130,,,,0,0,0,0,2,146.0,0.0,146.0,8.0,15.6,https://www.facebook.com/831236092340741
12/18/2023 04:00 PM EST -0500,¿Usar a los animales? ¡No! Sólo como asistentes de cocina 😅                         No existe forma correcta de utilizar a los animales en la cocina. Sé como Lisa y deja a los animales fuera de tu plato 🐷🐮🐰  🌍🌿 Visita nuestra página en genv.org para conocer más.  #meme    #vegan  #humorvegano    #memesvegan    #animales,,,1078,0,1078,1110,0,1110,61.0,5.7,5.5,7,0,7,0,10,,,,,,https://www.facebook.com/photo.php?fbid=831836252280725&set=a.369597351837953&type=3
12/18/2023 07:01 PM EST -0500,"¡Deseamos un año nuevo compasivo y libre de crueldad! 🌟  🌱 Hagamos la promesa de probar el veganismo por los animales y crear un mundo en donde la amabilidad no conozca límites. Brindamos por un año lleno de amor, empatía y cambios positivos. 💚🐾.    🌍🌿 Visita nuestra página en genv.org para conocer más.  Farm Sanctuary   #AñoNuevoVeganoNuevo  #CompasionEnAccion #animalesfelices #FelizAñoNuevo #mideseoparaañonuevo",,,268,0,268,294,0,294,,,,0,0,0,0,11,336.0,0.0,336.0,15.0,29.4,https://www.facebook.com/831935112270839
12/19/2023 07:00 PM EST -0500,🍿¿Buscas una película para disfrutar con las infancias estas vacaciones?  Te sugerimos 7 películas con temática vegana para toda la familia. Embárcate en una aventura e imagina cómo podemos construir un mundo de empatía entre todas las especies. 🐮👶  RECORDATORIO IMPORTANTE: Revisa la edad permitida de la película para asegurarte de que es adecuada para la edad de les niñes con quienes la veas. 😉   🌍🌿 Visita nuestra página en genv.org para conocer más.     #películas    #movietime     #derechosanimales       #veganas #govegan,,,1378,0,1378,1487,0,1487,110.0,8.0,7.4,79,0,79,0,20,,,,,,https://www.facebook.com/832618302202520
12/20/2023 11:32 AM EST -0500,🎉🎉 Año sabático no binario  Se acerca el fin de año y hoy te compartimos el blog invitado por Stuart Crowther  🌱💫 James Cameron acuñó hace poco el término «futurevore» en un intento de renombrar la vida vegana vegana.  No me gusta el binarismo que eligió para englobar estos pensamientos. Porque los binarismos nos mantienen fijos en un lugar. Nos hacen eso a todes y lo hacen todo el tiempo.   🌱💫 Mi deseo es un futuro que no incluya las palabras «vegano» o «futurevore». Porque no las necesitaremos. El otro extremo de su binario no existirá. Esos términos describirán lo que antes hacían algunos cuerpos cuando los concebíamos de otra manera.   Da clic aquí para leer más https://genv.org/es/por-que-sueno-con-un-ano-nuevo-no-binario/  #veganismo    #añonuevo     #deseos,,,123,0,123,131,0,131,6.0,4.9,4.6,0,0,0,0,0,,,,,,https://www.facebook.com/833063652157985
