Date,Content,Created by,Labels,Reach,Completion rate (%),Video replays,Watched fully,Engagement,Engagement rate per impression (%),Engagement rate per reach (%),Impressions,Url
03/06/2024 06:55 PM EST -0500,"🦌👨🏽‍🦰Este hombre intervino en el momento adecuado para salvar a este pequeño ciervo de ahogarse. Hizo lo correcto al ayudar a alguien en un momento de necesidad. Puede que no tengamos la oportunidad de realizar un rescate, pero en cada comida tenemos la opción de ayudar a los animales y no causarles daño. 💚🐷Adoptar el veganismo no se trata de sacrificios; el veganismo consiste en elegir la opción que no dañe a otros. Si te resuena esta idea, puedes probar recibir nuestros newsletters veganos con recetas, planes de comida, información e inspiración para comenzar a cambiar tu estilo de vida. Suscríbete ahora GRATIS en https://genv.org/es/go-vegan/ #ciervo #pileta #verano #ayuda #rescate #animales #vegan #veganismo ",,,165,47.3,46,39,28,13.3,17.0,211,https://www.tiktok.com/@genv_esp/video/7343403393248972065?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
03/13/2024 02:12 PM EST -0500,"💔No es raro que las personas veganas vuelvan a sus antiguos hábitos alimenticios y formas de vida. Y después de tal experiencia, puede ser frustrante ver a amigas y familiares volver a comer animales. No solo es frustrante, puede ser doloroso y rompernos el corazón. ✊🏾Pero aquí estamos presentando datos y actualizaciones en un intento evidente de tentarte de nuevo. Así que te preguntamos, ¿estás lista para intentarlo otra vez? Participa en nuestros desafíos veganos gratuitos de 7 días o 30 días y permítenos apoyarte en tu esfuerzo por hacer del mundo un lugar más amable, seguro, feliz y saludable. Link en perfil 💚 #vegan #plantbased #carne #queso #animales #vegetarian #clima #Tierra #medioambiente",,,745,17.3,158,44,90,10.0,12.1,903,https://www.tiktok.com/@genv_esp/video/7345927921678257440?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/05/2024 01:38 PM EST -0500,"🍿🎞️En los últimos años, hemos sido testigos de un aumento en narrativas que abrazan el veganismo, un testimonio del creciente impacto del movimiento.  #veganismo  #vegan  #vegancharacters  #lossimpson  #lisasimpson ",,,989,25.3,232,157,105,8.6,10.6,1221,https://www.tiktok.com/@genv_esp/video/7354454235716554017?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/08/2024 09:23 PM EST -0500,Personajes #vegan ⚡️🐷 #vegancharacters  #veganismo  #animales  #rickandmorty ,,,574,18.9,79,50,40,6.1,7.0,653,https://www.tiktok.com/@genv_esp/video/7355687224127556896?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/24/2024 01:23 PM EST -0500,🐀Nuestra Directora de Latinoamerica en GenV tiene 3 ratitas adoptadas y nos compartio su video para amplificar las voces de las ratas que muchas veces son utilizadas en las pruebas con animales.  ¿Que productos cruelty free recomiendaas?  #crueltyfree  #ratsoftiktok ,,,1381,56.8,135,357,189,12.5,13.7,1516,https://www.tiktok.com/@genv_esp/video/7361500957106113824?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/24/2024 07:07 PM EST -0500,"🐇🐀¿Qué significa que un producto sea cruelty-free? Significa que está libre de sufrimiento, es decir, que ningún animal haya padecido durante la creación, producción y pruebas del mismo. Muchas personas ahora veganas comenzaron su camino al veganismo eligiendo productos libres de crueldad.  🧴💄En el Día Mundial de los Animales en Laboratorios, dejemos fuera a los animales no solamente de nuestra alimentación sino también de aquellas prácticas que incluyen productos que han sido testeados en ellos: cosméticos, productos de higiene y limpieza, marcas automotrices.  #teprotejo #crueltyfree #testeo #testeoenanimales #veganismo #crueldad #cosmeticos #conejos",,,449,33.3,64,49,47,9.2,10.5,513,https://www.tiktok.com/@genv_esp/video/7361589533575597345?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/25/2024 07:59 AM EST -0500,"🌽🇲🇽 Conoce a Onna Ferrer y su restaurante vegano en la CDMX, donde revive la rica comida prehispánica.  En esta entrevista, exploramos cómo la llegada de los españoles cambió nuestras costumbres alimenticias, priorizando la explotación animal.  Descubre cómo estamos recuperando nuestra herencia culinaria.  #comidaPrehispánica #HerenciaCulinaria #EntrevistaVegana",,,1033,33.4,108,176,77,6.7,7.5,1141,https://www.tiktok.com/@genv_esp/video/7361788502964555040?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/25/2024 04:06 PM EST -0500,🌮¿Escuchaste alguna vez que el veganismo es solo para quienes tienen dinero?  ❌Esa afirmación es FALSA. El veganismo es un movimiento popular que ofrece respuestas a muchas de las problemáticas actuales.  ⚡️Regístrate en GENV.ORG para recibir información diaria y ayuda para probar el veganismo de una vez por todas 💚 Accede a MALVESTIDA.COM para leer sobre veganismo con perspectiva de clase.  @Sadao Nagamura  #genv #veganismo #recetas #recetavegana #malvestida #popular #accesible   ,,,436,20.9,76,10,110,21.5,25.2,512,https://www.tiktok.com/@genv_esp/video/7361913958405606688?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/26/2024 07:50 AM EST -0500,"🌎💔 Andrés, nos abre los ojos al impacto oculto de los camarones en la acuicultura. Únete al cambio, ¡cada acción cuenta!  #CamaronesSostenibles #CambioMarino",,,484,32.9,54,77,86,16.0,17.8,538,https://www.tiktok.com/@genv_esp/video/7362157366571273504?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/28/2024 01:39 PM EST -0500,Nuestra directora de LATAM fue a La Plantisqueria en CDMX y ¡le encanto! Aqui les dejamos su review y que se les antoje. PS. Dejar de comer vida marina es posible.  Dejenos un 💖 si les gusta este tipo de videos!  #veganismo #vegancdmx  #laplantisqueria #vidamarina ,,,2295,32.3,321,312,220,8.4,9.6,2616,https://www.tiktok.com/@genv_esp/video/7362989381570874656?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/29/2024 01:09 PM EST -0500,"🐶¿Por qué en Argentina festejamos el Día del Animal el 29 de abril?🐱 👱🏽‍♂️En esta fecha se conmemora el legado de Ignacio Lucas Albarracín. Este valiente defensor de los animales luchó por poner fin a prácticas como riñas de gallos, doma de potros y corridas de toros. 🩷En este día, celebremos a todos los animales por igual ✊🏾 #diadelanimal #gatos #perros #animales #veganismo #vegan #29deabril",,,898,32.5,105,93,107,10.7,11.9,1003,https://www.tiktok.com/@genv_esp/video/7363352720461417761?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
04/29/2024 07:19 PM EST -0500,🧒🏾PARA LAS INFANCIAS👧🏼     Esta receta es IDEAL. Es riquísima y muy fresca. 🍐🍊🍌 Creemos que las infancias merecen vivir en un mundo más saludable para ellos y también para los animales con quienes forman lazos de amor durante toda su vida. Es momento de enseñarles a protegerlos de todo daño 💚  Sigue a @sadaonagamura para más recetas veganas! #recetasveganas #infanciasveganas #infancia #niñez #veganismo,,,739,12.3,110,18,70,8.2,9.5,849,https://www.tiktok.com/@genv_esp/video/7363448034941799712?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/01/2024 05:25 PM EST -0500,¡El cálido baño de Maky se convirtió en una relajante siestecita! 😴🐷💖 Elecciones conscientes en la alimentación hacen posibles escenas como esta.  #baño #ducha #siesta #animales #veganismo,,,187,51.9,25,31,62,29.2,33.2,212,https://www.tiktok.com/@genv_esp/video/7364160942483000608?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/06/2024 07:12 PM EST -0500,🧀¿Echas de menos el queso?    Sigue estas recomendaciones y dejarás de extrañarlo 😌   #queso #quesofu #quesovegetal #vegano #vegetal #abasedeplantas,,,160,27.8,33,24,27,14.0,16.9,193,https://www.tiktok.com/@genv_esp/video/7366043908175957281?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/07/2024 07:59 PM EST -0500,"🐧Queridos pingüinos. ¡Aquí tienes 3 datos curiosos!  Son criaturas hermosas, ¿verdad?  #pinguinos #animales #vegan",,,776,29.8,83,57,48,5.6,6.2,859,https://www.tiktok.com/@genv_esp/video/7366426815579032865?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/08/2024 09:03 PM EST -0500,"¿Buscas un postre vegano rápido y económico para hacer en el Día de la Madre? ¡Prueba esta deliciosa Carlota de Limón y cuéntanos qué piensas! 🍋Necesitarás: 3 paquetes de tofu (1 kg) 3/4 taza de jugo de limón 3/4 taza de azúcar 3 cucharaditas de extracto de vainilla 2 paquetes y 1/2 de tus galletas veganas favoritas  Preparación: 🍋Agrega todos los ingredientes excepto las galletas a la licuadora y procesa muy bien hasta obtener una textura súper cremosa. En tu molde o fuente para postres, coloca una capa de galletas en el fondo. Agrega una capa de crema de tofu para cubrir las galletas. Encima del tofu, agrega otra capa de galletas y cúbrelas con otra capa de tofu. Continúa así hasta terminar con una capa de tofu en la parte superior. Déjalo reposar en el refrigerador durante la noche. 🍋Al día siguiente, decora con un poco de ralladura de limón y las galletas sobrantes. ¡Corta en cuadrados y sirve! 💕Guarda y comparte esta receta 🔊¡Déjanos saber si la pruebas! #DíaDeLaMadre #Receta #Postre #PostreVegano #BasadoEnPlantas #RecetaVegana",,,855,31.9,101,58,45,4.7,5.3,956,https://www.tiktok.com/@genv_esp/video/7366814695296159008?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/09/2024 03:20 PM EST -0500,"💚 Todos los animales merecen ser apreciados, cuidados y protegidos. Los animales nos enseñan una valiosa lección sobre el amor cada día, y debemos luchar para protegerlos. ¿Qué otras historias de amor entre diferentes especies conoces?👇🏽 #interspecies #madre #maternidad #animales #amor #cuidado #compasión #amistad",,,714,52.1,99,91,75,9.2,10.5,813,https://www.tiktok.com/@genv_esp/video/7367097254382947617?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/10/2024 02:30 PM EST -0500,"Hoy es el Día de las Madres en México y Guatemala y es una buena oportunidad para celebrar a TODAS las madres. 👩🏽🐮🐷🐔 La maternidad es una experiencia que no es exclusiva de los seres humanos. El amor de una madre por su bebé es tan profundo como el afecto que un animal tiene por su cría. En la industria ganadera, las madres son explotadas por sus sistemas reproductivos y sufren la angustia de la separación y la pérdida de sus crías. Hazte vegana hoy para salvar a las madres de otras especies 💛  #diadelamadre #madres #madre #amordemadre #mother #diadelasmadres",,,684,26.8,84,41,49,6.4,7.2,768,https://www.tiktok.com/@genv_esp/video/7367455459386707232?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/13/2024 07:33 PM EST -0500,"👧🏼🧒🏾👶🏽Mira a estas amables infancias dar el ejemplo para la próxima generación. Depende de nosotras, la generación actual de ma/padres, tíos, tías y cuidadores, asegurarnos de enseñar amabilidad, compasión y empatía. ¡Criemos infancias veganas! 💚 #NiñosVeganos #DíaDeLaMadre #Infancias #Veganismo #Animales",,,219,15.8,25,7,51,20.9,23.3,244,https://www.tiktok.com/@genv_esp/video/7368646722622426400?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/14/2024 06:17 PM EST -0500,💜 Amadrinar es amar. ¿Quieres cuidar de los animales rescatados de la industria? Puedes hacerlo muy fácilmente contactando a algún santuario de tu país.  @Granjita TyH  #santuario #rescate #veganismo #apadrinar #amadrinar,,,731,11.7,73,13,85,10.6,11.6,804,https://www.tiktok.com/@genv_esp/video/7368998221089082657?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/15/2024 07:20 PM EST -0500,"🐮🐷🐰Los 400 animales rescatados en un santuario de animales en Colombia están enfrentando una situación urgente. ⚠️Estos animales necesitan tu apoyo inmediato para ser evacuados de manera segura de una granja afectada por la sequía, con pastizales agotados y escasez de agua, a un nuevo santuario donde les esperan pastizales verdes y mucho amor. #AyudaAnimales #RescateAnimal #Vacas #Veganismo #Santuario #Animales",,,497,16.9,64,33,124,22.1,24.9,561,https://www.tiktok.com/@genv_esp/video/7369385450919693601?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/17/2024 01:46 PM EST -0500,🐷 ¿Disfrutaste la primera parte de nuestra compilación de personajes ficticios veganos? ¡Aquí tienes algunos más! ✊🏾 ¿No es genial tener representación del veganismo en nuestra cultura? Ciertamente nos hace sentir menos solas y más comprendidas. ¿Qué otros personajes ficticios conoces que hayan elegido dejar a los animales fuera de sus hábitos? #veganismo #simpsons #TheOffice #apu #AngelaMartin #frankenstein #MonsterHigh #draculaura #vegetarianismo #LisaSimpson #lisa #JessicaCruz #DCUniverse,,,816,12.0,214,52,93,9.0,11.4,1030,https://www.tiktok.com/@genv_esp/video/7370041748984319265?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/20/2024 01:43 PM EST -0500,"🤩 Olvídate de la idea de que se trata solo de ensaladas. Estamos hablando de salteados sabrosos, pastas cremosas, licuados de ensueño y postres que te harán babear.  #ComidaVegana #NoSoloEnsaladas #VeganoDelicioso #AprendeACocinar #CocinaVegana #Veganismo #RecetaVegana",,,638,34.9,167,49,76,9.4,11.9,805,https://www.tiktok.com/@genv_esp/video/7371154278901173536?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/21/2024 05:10 PM EST -0500,🇲🇽🌽 Cuenta la leyenda que este adorable anfibio era considerado un dios por los Mexicas. Sin embargo hoy está en peligor de extinción y es usado para experimentos médico.  #ajolote #ajolotes #planeta #tierra #mexica #leyenda #veganismo #medioambiente,,,705,72.1,91,210,48,6.0,6.8,796,https://www.tiktok.com/@genv_esp/video/7371578737495641377?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/24/2024 02:01 PM EST -0500,"🌱TODO se puede veganizar. Comer a base de plantas no significa resignar alimentos, ¡al contrario! Puedes aprender sobre nuevos alimentos y recetas. ¿Qué platos te gustaría veganizar? 👇🏽⚡️  #veganismo #alimentos #comidavegana #recetasveganas",,,723,19.3,84,35,26,3.2,3.6,807,https://www.tiktok.com/@genv_esp/video/7372643248826846496?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/25/2024 01:38 PM EST -0500,⚡️⚡️⚡️¿Podrías pasar 7 días sin comer carne ni lácteos? ¿Desafiarías a alguien para que lo intente contigo?  👇🏽 Comparte este video para retar a alguien a comer a base de plantas durante una semana. Suscríbanse GRATIS en GenV.org/es para comenzar 💚 #vegan #medioambiente #animales #salud #plantbased ,,,582,14.0,63,16,39,6.0,6.7,645,https://www.tiktok.com/@genv_esp/video/7373008508607827233?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/28/2024 02:11 PM EST -0500,🍔En el Día de la Hamburguesa te traemos una recomendación personal para que comas rico y vegano en Buenos Aires. VEGAN FOX. Ubicado en el barrio porteño de Palermo. 👇🏽¿Fuiste? ¿Vas a ir? Cuéntanos qué tal 💚  #veganfox #hamburguesa #burger #buenosaires #argentina #veganfood #vegantiktok #vegan ,,,734,20.3,87,37,54,6.6,7.4,821,https://www.tiktok.com/@genv_esp/video/7374130337837813024?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
05/30/2024 08:51 PM EST -0500,"⚡️Recordamos la importancia de tomar elecciones que sean sustentables. Para preservar las especies, necesitamos proteger sus hábitats, y podemos hacerlo modificando nuestros hábitos alimenticios y dejando a los animales fuera de ellos. Cada plato cuenta para proteger la biodiversidad de nuestro planeta. 🌱🌍 #PeligroDeExtinción #AlimentaciónSostenible #Sustentabilidad #VidaSilvestre #Animales #Koalas #Lobos #Pandas",,,149,89.5,23,15,28,16.3,18.8,172,https://www.tiktok.com/@genv_esp/video/7374975102796041504?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/05/2024 10:18 AM EST -0500,"⚠️Advertencia: video con imágenes sensibles.       😰Miedo: la sensación de cuando algo peligroso, doloroso o aterrador está a punto de suceder.  #granjaindustrial #cerdito #lechón #animales #veganismo #miedo ",,,121,30.0,9,21,25,19.2,20.7,130,https://www.tiktok.com/@genv_esp/video/7377038942908042529?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/06/2024 09:20 PM EST -0500,"✊🏾 ¿Quieres encontrar lecturas sobre movimientos sociales y veganismo?  👉🏽 Te recomendamos esta increíble librería en Felipe Carrillo Puerto 60, Villa Coyoacán, Ciudad de México, Mexico, 04000. 👉🏽Puedes seguirlas en Instagram como @u_topicasmx ¡A leer! 💚⚡️  #libreria #mexico #antiespecismo #lecturasveganas #veganismo",,,727,16.2,89,22,45,5.5,6.2,816,https://www.tiktok.com/@genv_esp/video/7377580537667702048?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/08/2024 11:20 AM EST -0500,"🌊 Los océanos cubren el 70 por ciento de la Tierra. Producen más oxígeno que el Amazonas, regulan el clima terrestre y son hogar de una riqueza de vida extraordinaria. ✊🏾 Es nuestro deber protegerlos y a las criaturas que viven en ellos. 🎥 Créditos: @wonderwhy7004 🐟 Empecemos por dejar fuera del plato a los peces. #DíaMundialDeLosOcéanos #océanos #planeta #medioambiente #mar #ballenas #peces #pesca #Tierra #Amazonas #CambioClimático",,,157,24.2,32,31,33,17.5,21.0,189,https://www.tiktok.com/@genv_esp/video/7378168091093601569?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/11/2024 03:28 PM EST -0500,"🤤¿Alguien dijo CHORIZOS?  Aprende esta receta para llevar a tus asados y no quedarte afuera 😉  Si creías que ser vegan te iba a prohibir comer estas delicias, ¡estabas equivocada! Hazla y cuéntanos cómo te salió 💚  @Sadao Nagamura  #chorizo #chorizovegano #asado #veganismo ",,,191,30.2,36,23,58,25.6,30.4,227,https://www.tiktok.com/@genv_esp/video/7379345132144971041?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/13/2024 08:31 PM EST -0500,🍔Nuestra recomendación gastronómica de hoy en Playa del Carmen. ¿Tienes ganas de comer hamburguesas y papas vegan? ¡Aquí te dejamos un lugar riquísimo para que pruebes!  #vegan #burger #veganburger #playadelcarmen #mexico ,,,797,20.9,114,36,42,4.6,5.3,911,https://www.tiktok.com/@genv_esp/video/7380165365269056800?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/14/2024 04:59 PM EST -0500,"🐑 PEPE BRUNO TE ESTAMOS BUSCANDO🐑 Durante la madrugada de este jueves, el Santuario Empatía sufrió un robo. Además de los daños materiales, se llevaron al corderito Pepe Bruno. Estamos buscándolo desesperadamente. 🙏 Por favor, comparte esta información para ayudar a encontrar a Pepe Bruno y que vuelva pronto a su hogar, donde lo cuidan hace un año y medio con todo el amor del mundo. 👉🏽 Si tienes información, escríbenos o haz la denuncia a denuncia@lampa.cl #santuario #emergencia #ayuda #animales #pepebruno #santuarioempatia #chile ",,,4453,30.1,1124,550,255,4.6,5.7,5577,https://www.tiktok.com/@genv_esp/video/7380482011091176736?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/16/2024 01:53 PM EST -0500,☕¿Estás en Ciudad de México y quieres tomarte un rico café vegan? Aquí te dejamos una súper recomendación para que pruebes y nos cuentes qué te pareció.  #vegancafe #vegan #veganismo #cdmx,,,771,21.7,84,28,62,7.3,8.0,855,https://www.tiktok.com/@genv_esp/video/7381176132546137377?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/18/2024 08:00 PM EST -0500,"⚡️⚡️⚡️¿Conocías nuestra web? Hay muchísimos recursos para que aprendas todo sobre veganismo, y lecturas con información sobre medioambiente, salud, ética, y más. Entrá ahora en GenV.org/es 💚  #GenV #veganismo #medioambiente #salud #vegetarianismo #derechoanimal",,,691,8.1,64,12,28,3.7,4.1,755,https://www.tiktok.com/@genv_esp/video/7382013001936784672?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/19/2024 09:06 PM EST -0500,🍣¿Estás buscando donde comer comida asiática vegana?  ¡Godzu es la respuesta! En Ciudad de México. Invita a tus amistades a comer y se irán satisfechos y felices. ¡Luego nos cuentas cómo te fue!  #godzu #comidaasiatica #veganfood #vegan #veganismo,,,726,22.9,71,37,49,6.1,6.7,797,https://www.tiktok.com/@genv_esp/video/7382400717656444193?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/24/2024 08:12 PM EST -0500,"🐮 ¡Ayudemos a Clarita Cow!  Con cualquier monto que puedas, este santuario necesita de nuestra ayuda para poder continuar cuidando de los animales. @Clarita.cowSantuario  #claritacow #santuario #donaciones #genv",,,214,32.3,17,21,54,23.4,25.2,231,https://www.tiktok.com/@genv_esp/video/7384242378896395552?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
06/25/2024 08:04 PM EST -0500,"💆 Ommmm, ¡momento de relax y autocuidado!  En Xitaya, Ciudad de México, te esperan para mimarte con productos 100% veganos, no testeados. Date masajes, hazte limpieza facial y relájate en este maravilloso lugar. ¡Nos cuentas luego qué tal!  #masajes #crueltyfree #vegan #relax #selfcare",,,308,14.6,48,7,25,7.0,8.1,356,https://www.tiktok.com/@genv_esp/video/7384611574423555360?utm_campaign=tt4d_open_api&utm_source=7151857282639200258
