Entity,Code,Year,Bees | 00001181 || Stocks | 005114 || Number
Small Island Developing States (FAO),,2007,352197
Small Island Developing States (FAO),,2008,367027
Small Island Developing States (FAO),,2009,367480
Small Island Developing States (FAO),,2010,379785
Small Island Developing States (FAO),,2011,391441
Small Island Developing States (FAO),,2012,396307
Small Island Developing States (FAO),,2013,401816
Small Island Developing States (FAO),,2014,408727
Small Island Developing States (FAO),,2015,408473
Small Island Developing States (FAO),,2016,429454
Small Island Developing States (FAO),,2017,434909
Small Island Developing States (FAO),,2018,448962
Small Island Developing States (FAO),,2019,465777
Small Island Developing States (FAO),,2020,484987
Small Island Developing States (FAO),,2021,498396
South Africa,ZAF,1961,45000
South Africa,ZAF,1962,46000
South Africa,ZAF,1963,46000
South Africa,ZAF,1964,48000
South Africa,ZAF,1965,48000
South Africa,ZAF,1966,48000
South Africa,ZAF,1967,50000
South Africa,ZAF,1968,50000
South Africa,ZAF,1969,50000
South Africa,ZAF,1970,51000
South Africa,ZAF,1971,51250
South Africa,ZAF,1972,51000
South Africa,ZAF,1973,51000
South Africa,ZAF,1974,51000
South Africa,ZAF,1975,51000
South Africa,ZAF,1976,51000
South Africa,ZAF,1977,52000
South Africa,ZAF,1978,52000
South Africa,ZAF,1979,52000
South Africa,ZAF,1980,52000
South Africa,ZAF,1981,52000
South Africa,ZAF,1982,52000
South Africa,ZAF,1983,52000
South Africa,ZAF,1984,52000
South Africa,ZAF,1985,52000
South Africa,ZAF,1986,52000
South Africa,ZAF,1987,52000
South Africa,ZAF,1988,52000
South Africa,ZAF,1989,52000
South Africa,ZAF,1990,52000
South Africa,ZAF,1991,52000
South Africa,ZAF,1992,52000
South Africa,ZAF,1993,52000
South Africa,ZAF,1994,52000
South Africa,ZAF,1995,52000
South Africa,ZAF,1996,52000
South Africa,ZAF,1997,52000
South Africa,ZAF,1998,52000
South Africa,ZAF,1999,52000
South Africa,ZAF,2000,52000
South Africa,ZAF,2001,52000
South Africa,ZAF,2002,52000
South Africa,ZAF,2003,52000
South Africa,ZAF,2004,52000
South Africa,ZAF,2005,60000
South Africa,ZAF,2006,60000
South Africa,ZAF,2007,60000
South Africa,ZAF,2008,60000
South Africa,ZAF,2009,65000
South Africa,ZAF,2010,65000
South Africa,ZAF,2011,67000
South Africa,ZAF,2012,67000
South Africa,ZAF,2013,68000
South Africa,ZAF,2014,68000
South Africa,ZAF,2015,68850
South Africa,ZAF,2016,69762
South Africa,ZAF,2017,70230
South Africa,ZAF,2018,71210
South Africa,ZAF,2019,71884
South Africa,ZAF,2020,71122
South Africa,ZAF,2021,71804
South America (FAO),,1961,1674168
South America (FAO),,1962,1667301
South America (FAO),,1963,1663739
South America (FAO),,1964,1714513
South America (FAO),,1965,1666262
South America (FAO),,1966,1698552
South America (FAO),,1967,1675458
South America (FAO),,1968,1644143
South America (FAO),,1969,1673698
South America (FAO),,1970,1657233
South America (FAO),,1971,1677051
South America (FAO),,1972,1742251
South America (FAO),,1973,1705988
South America (FAO),,1974,1698442
South America (FAO),,1975,1764107
South America (FAO),,1976,1819819
South America (FAO),,1977,1880200
South America (FAO),,1978,2006000
South America (FAO),,1979,2156200
South America (FAO),,1980,2157505
South America (FAO),,1981,2411000
South America (FAO),,1982,2327355
South America (FAO),,1983,2432293
South America (FAO),,1984,2668377
South America (FAO),,1985,2848477
South America (FAO),,1986,2869000
South America (FAO),,1987,2947000
South America (FAO),,1988,3076500
South America (FAO),,1989,2982600
South America (FAO),,1990,3015200
South America (FAO),,1991,3325100
South America (FAO),,1992,3435600
South America (FAO),,1993,3420100
South America (FAO),,1994,3451700
South America (FAO),,1995,3665700
South America (FAO),,1996,3546100
South America (FAO),,1997,3586100
South America (FAO),,1998,3928100
South America (FAO),,1999,4828100
South America (FAO),,2000,4936100
South America (FAO),,2001,4943600
South America (FAO),,2002,5061600
South America (FAO),,2003,5025600
South America (FAO),,2004,5046600
South America (FAO),,2005,5097100
South America (FAO),,2006,5269600
South America (FAO),,2007,5093271
South America (FAO),,2008,5180062
South America (FAO),,2009,5212397
South America (FAO),,2010,5187447
South America (FAO),,2011,5281800
South America (FAO),,2012,5095750
South America (FAO),,2013,5164250
South America (FAO),,2014,5140223
South America (FAO),,2015,5203549
South America (FAO),,2016,5173176
South America (FAO),,2017,5161097
South America (FAO),,2018,5172987
South America (FAO),,2019,5186460
South America (FAO),,2020,5195333
South America (FAO),,2021,5208678
South Korea,KOR,1961,115213
South Korea,KOR,1962,125266
South Korea,KOR,1963,140594
South Korea,KOR,1964,110707
South Korea,KOR,1965,102000
South Korea,KOR,1966,123848
South Korea,KOR,1967,130802
South Korea,KOR,1968,126713
South Korea,KOR,1969,124555
South Korea,KOR,1970,111817
South Korea,KOR,1971,110000
South Korea,KOR,1972,99900
South Korea,KOR,1973,105271
South Korea,KOR,1974,125400
South Korea,KOR,1975,157800
South Korea,KOR,1976,150955
South Korea,KOR,1977,159354
South Korea,KOR,1978,238356
South Korea,KOR,1979,260102
South Korea,KOR,1980,244764
South Korea,KOR,1981,314694
South Korea,KOR,1982,395307
South Korea,KOR,1983,443853
South Korea,KOR,1984,451334
South Korea,KOR,1985,467062
South Korea,KOR,1986,520962
South Korea,KOR,1987,534391
South Korea,KOR,1988,584443
South Korea,KOR,1989,636094
South Korea,KOR,1990,526603
South Korea,KOR,1991,532826
South Korea,KOR,1992,596512
South Korea,KOR,1993,640311
South Korea,KOR,1994,662678
South Korea,KOR,1995,764243
South Korea,KOR,1996,719224
South Korea,KOR,1997,1005919
South Korea,KOR,1998,946805
South Korea,KOR,1999,1080887
South Korea,KOR,2000,1240486
South Korea,KOR,2001,1530176
South Korea,KOR,2002,1772458
South Korea,KOR,2003,1871648
South Korea,KOR,2004,2012734
South Korea,KOR,2005,2089762
South Korea,KOR,2006,1976121
South Korea,KOR,2007,1889514
South Korea,KOR,2008,1858574
South Korea,KOR,2009,1988021
South Korea,KOR,2010,1697847
South Korea,KOR,2011,1531609
South Korea,KOR,2012,1795197
South Korea,KOR,2013,1756993
South Korea,KOR,2014,1952962
South Korea,KOR,2015,1962989
South Korea,KOR,2016,2155180
South Korea,KOR,2017,2018291
South Korea,KOR,2018,2096983
South Korea,KOR,2019,2137495
South Korea,KOR,2020,2178781
South Korea,KOR,2021,2184407
South Sudan,SSD,2012,0
South Sudan,SSD,2013,0
South Sudan,SSD,2014,0
South Sudan,SSD,2015,0
South Sudan,SSD,2016,0
South Sudan,SSD,2017,0
South Sudan,SSD,2018,0
South Sudan,SSD,2019,0
South Sudan,SSD,2020,0
South Sudan,SSD,2021,0
South-eastern Asia (FAO),,1961,15000
South-eastern Asia (FAO),,1962,20000
South-eastern Asia (FAO),,1963,25000
South-eastern Asia (FAO),,1964,30000
South-eastern Asia (FAO),,1965,36000
South-eastern Asia (FAO),,1966,46500
South-eastern Asia (FAO),,1967,74000
South-eastern Asia (FAO),,1968,68000
South-eastern Asia (FAO),,1969,76000
South-eastern Asia (FAO),,1970,73000
South-eastern Asia (FAO),,1971,86000
South-eastern Asia (FAO),,1972,95000
South-eastern Asia (FAO),,1973,111000
South-eastern Asia (FAO),,1974,100000
South-eastern Asia (FAO),,1975,47000
South-eastern Asia (FAO),,1976,55000
South-eastern Asia (FAO),,1977,60000
South-eastern Asia (FAO),,1978,66000
South-eastern Asia (FAO),,1979,76000
South-eastern Asia (FAO),,1980,85400
South-eastern Asia (FAO),,1981,91000
South-eastern Asia (FAO),,1982,98000
South-eastern Asia (FAO),,1983,99000
South-eastern Asia (FAO),,1984,100000
South-eastern Asia (FAO),,1985,104000
South-eastern Asia (FAO),,1986,107180
South-eastern Asia (FAO),,1987,109710
South-eastern Asia (FAO),,1988,113240
South-eastern Asia (FAO),,1989,113890
South-eastern Asia (FAO),,1990,116381
South-eastern Asia (FAO),,1991,118213
South-eastern Asia (FAO),,1992,119763
South-eastern Asia (FAO),,1993,135054
South-eastern Asia (FAO),,1994,145000
South-eastern Asia (FAO),,1995,155800
South-eastern Asia (FAO),,1996,166200
South-eastern Asia (FAO),,1997,177000
South-eastern Asia (FAO),,1998,187000
South-eastern Asia (FAO),,1999,198000
South-eastern Asia (FAO),,2000,198000
South-eastern Asia (FAO),,2001,203000
South-eastern Asia (FAO),,2002,203000
South-eastern Asia (FAO),,2003,208000
South-eastern Asia (FAO),,2004,184000
South-eastern Asia (FAO),,2005,227000
South-eastern Asia (FAO),,2006,282000
South-eastern Asia (FAO),,2007,274300
South-eastern Asia (FAO),,2008,330000
South-eastern Asia (FAO),,2009,331000
South-eastern Asia (FAO),,2010,331000
South-eastern Asia (FAO),,2011,333000
South-eastern Asia (FAO),,2012,333000
South-eastern Asia (FAO),,2013,332000
South-eastern Asia (FAO),,2014,332000
South-eastern Asia (FAO),,2015,338782
South-eastern Asia (FAO),,2016,335424
South-eastern Asia (FAO),,2017,340722
South-eastern Asia (FAO),,2018,341347
South-eastern Asia (FAO),,2019,346651
South-eastern Asia (FAO),,2020,351365
South-eastern Asia (FAO),,2021,357520
Southern Africa (FAO),,1961,45000
Southern Africa (FAO),,1962,46000
Southern Africa (FAO),,1963,46000
Southern Africa (FAO),,1964,48000
Southern Africa (FAO),,1965,48000
Southern Africa (FAO),,1966,48000
Southern Africa (FAO),,1967,50000
Southern Africa (FAO),,1968,50000
Southern Africa (FAO),,1969,50000
Southern Africa (FAO),,1970,51000
Southern Africa (FAO),,1971,51250
Southern Africa (FAO),,1972,51000
Southern Africa (FAO),,1973,51000
Southern Africa (FAO),,1974,51000
Southern Africa (FAO),,1975,51000
Southern Africa (FAO),,1976,51000
Southern Africa (FAO),,1977,52000
Southern Africa (FAO),,1978,52000
Southern Africa (FAO),,1979,52000
Southern Africa (FAO),,1980,52000
Southern Africa (FAO),,1981,52000
Southern Africa (FAO),,1982,52000
Southern Africa (FAO),,1983,52000
Southern Africa (FAO),,1984,52000
Southern Africa (FAO),,1985,52000
Southern Africa (FAO),,1986,52000
Southern Africa (FAO),,1987,52000
Southern Africa (FAO),,1988,52000
Southern Africa (FAO),,1989,52000
Southern Africa (FAO),,1990,52000
Southern Africa (FAO),,1991,52000
Southern Africa (FAO),,1992,52000
Southern Africa (FAO),,1993,52000
Southern Africa (FAO),,1994,52000
Southern Africa (FAO),,1995,52000
Southern Africa (FAO),,1996,52000
Southern Africa (FAO),,1997,52000
Southern Africa (FAO),,1998,52000
Southern Africa (FAO),,1999,52000
Southern Africa (FAO),,2000,52000
Southern Africa (FAO),,2001,52000
Southern Africa (FAO),,2002,52000
Southern Africa (FAO),,2003,52000
Southern Africa (FAO),,2004,52000
Southern Africa (FAO),,2005,60000
Southern Africa (FAO),,2006,60000
Southern Africa (FAO),,2007,60000
Southern Africa (FAO),,2008,60000
Southern Africa (FAO),,2009,65000
Southern Africa (FAO),,2010,65000
Southern Africa (FAO),,2011,67000
Southern Africa (FAO),,2012,67000
Southern Africa (FAO),,2013,68000
Southern Africa (FAO),,2014,68000
Southern Africa (FAO),,2015,68850
Southern Africa (FAO),,2016,69762
Southern Africa (FAO),,2017,70230
Southern Africa (FAO),,2018,71210
Southern Africa (FAO),,2019,71884
Southern Africa (FAO),,2020,71122
Southern Africa (FAO),,2021,71804
Southern Asia (FAO),,1961,5403000
Southern Asia (FAO),,1962,5415000
Southern Asia (FAO),,1963,5428000
Southern Asia (FAO),,1964,5442000
Southern Asia (FAO),,1965,6755000
Southern Asia (FAO),,1966,7967000
Southern Asia (FAO),,1967,7980000
Southern Asia (FAO),,1968,7992000
Southern Asia (FAO),,1969,8005000
Southern Asia (FAO),,1970,8522000
Southern Asia (FAO),,1971,8541000
Southern Asia (FAO),,1972,8560000
Southern Asia (FAO),,1973,8885000
Southern Asia (FAO),,1974,8912800
Southern Asia (FAO),,1975,9040600
Southern Asia (FAO),,1976,8970400
Southern Asia (FAO),,1977,9002200
Southern Asia (FAO),,1978,9035000
Southern Asia (FAO),,1979,9269000
Southern Asia (FAO),,1980,9804200
Southern Asia (FAO),,1981,9841500
Southern Asia (FAO),,1982,10280700
Southern Asia (FAO),,1983,10422000
Southern Asia (FAO),,1984,10565300
Southern Asia (FAO),,1985,10509800
Southern Asia (FAO),,1986,10558000
Southern Asia (FAO),,1987,10508000
Southern Asia (FAO),,1988,10862177
Southern Asia (FAO),,1989,10570000
Southern Asia (FAO),,1990,11021000
Southern Asia (FAO),,1991,11271000
Southern Asia (FAO),,1992,11672000
Southern Asia (FAO),,1993,12072000
Southern Asia (FAO),,1994,12473000
Southern Asia (FAO),,1995,12785000
Southern Asia (FAO),,1996,12996000
Southern Asia (FAO),,1997,13015000
Southern Asia (FAO),,1998,13125000
Southern Asia (FAO),,1999,11989116
Southern Asia (FAO),,2000,12215446
Southern Asia (FAO),,2001,12190192
Southern Asia (FAO),,2002,12395876
Southern Asia (FAO),,2003,12725117
Southern Asia (FAO),,2004,12897743
Southern Asia (FAO),,2005,13010462
Southern Asia (FAO),,2006,13443571
Southern Asia (FAO),,2007,13850147
Southern Asia (FAO),,2008,14764044
Southern Asia (FAO),,2009,15358228
Southern Asia (FAO),,2010,16896768
Southern Asia (FAO),,2011,17057082
Southern Asia (FAO),,2012,17548260
Southern Asia (FAO),,2013,18630114
Southern Asia (FAO),,2014,19183866
Southern Asia (FAO),,2015,19711416
Southern Asia (FAO),,2016,19456520
Southern Asia (FAO),,2017,19509092
Southern Asia (FAO),,2018,19975424
Southern Asia (FAO),,2019,19976588
Southern Asia (FAO),,2020,20301414
Southern Asia (FAO),,2021,20753808
Southern Europe (FAO),,1961,2873200
Southern Europe (FAO),,1962,3297900
Southern Europe (FAO),,1963,3312921
Southern Europe (FAO),,1964,3415663
Southern Europe (FAO),,1965,3352300
Southern Europe (FAO),,1966,3260949
Southern Europe (FAO),,1967,3344713
Southern Europe (FAO),,1968,3443634
Southern Europe (FAO),,1969,3451389
Southern Europe (FAO),,1970,3442299
Southern Europe (FAO),,1971,3486865
Southern Europe (FAO),,1972,3497377
Southern Europe (FAO),,1973,3391283
Southern Europe (FAO),,1974,3468000
Southern Europe (FAO),,1975,3550000
Southern Europe (FAO),,1976,3543000
Southern Europe (FAO),,1977,3627000
Southern Europe (FAO),,1978,3761000
Southern Europe (FAO),,1979,3837000
Southern Europe (FAO),,1980,3954000
Southern Europe (FAO),,1981,4282000
Southern Europe (FAO),,1982,4265049
Southern Europe (FAO),,1983,4391500
Southern Europe (FAO),,1984,4484501
Southern Europe (FAO),,1985,4685298
Southern Europe (FAO),,1986,4734127
Southern Europe (FAO),,1987,5019298
Southern Europe (FAO),,1988,4659116
Southern Europe (FAO),,1989,4484015
Southern Europe (FAO),,1990,4597349
Southern Europe (FAO),,1991,4695175
Southern Europe (FAO),,1992,4875411
Southern Europe (FAO),,1993,4919983
Southern Europe (FAO),,1994,4815218
Southern Europe (FAO),,1995,4699259
Southern Europe (FAO),,1996,4900181
Southern Europe (FAO),,1997,4962373
Southern Europe (FAO),,1998,5088418
Southern Europe (FAO),,1999,5337949
Southern Europe (FAO),,2000,5473403
Southern Europe (FAO),,2001,5679078
Southern Europe (FAO),,2002,5600989
Southern Europe (FAO),,2003,5758203
Southern Europe (FAO),,2004,6030343
Southern Europe (FAO),,2005,6051760
Southern Europe (FAO),,2006,6099100
Southern Europe (FAO),,2007,6220420
Southern Europe (FAO),,2008,6451944
Southern Europe (FAO),,2009,6415695
Southern Europe (FAO),,2010,6636007
Southern Europe (FAO),,2011,6799899
Southern Europe (FAO),,2012,7308320
Southern Europe (FAO),,2013,7452312
Southern Europe (FAO),,2014,7814978
Southern Europe (FAO),,2015,8189619
Southern Europe (FAO),,2016,8491381
Southern Europe (FAO),,2017,8775247
Southern Europe (FAO),,2018,9155947
Southern Europe (FAO),,2019,9762253
Southern Europe (FAO),,2020,9878203
Southern Europe (FAO),,2021,10301574
Spain,ESP,1961,728100
Spain,ESP,1962,744100
Spain,ESP,1963,736100
Spain,ESP,1964,685000
Spain,ESP,1965,721500
Spain,ESP,1966,576400
Spain,ESP,1967,565180
Spain,ESP,1968,581657
Spain,ESP,1969,579100
Spain,ESP,1970,497700
Spain,ESP,1971,512200
Spain,ESP,1972,504100
Spain,ESP,1973,564200
Spain,ESP,1974,616000
Spain,ESP,1975,586000
Spain,ESP,1976,588000
Spain,ESP,1977,629000
Spain,ESP,1978,658000
Spain,ESP,1979,733000
Spain,ESP,1980,797000
Spain,ESP,1981,1013000
Spain,ESP,1982,1035000
Spain,ESP,1983,1109000
Spain,ESP,1984,1182000
Spain,ESP,1985,1347000
Spain,ESP,1986,1354000
Spain,ESP,1987,1605000
Spain,ESP,1988,1453000
Spain,ESP,1989,1446000
Spain,ESP,1990,1560000
Spain,ESP,1991,1611000
Spain,ESP,1992,1621000
Spain,ESP,1993,1705000
Spain,ESP,1994,1684000
Spain,ESP,1995,1651000
Spain,ESP,1996,1854000
Spain,ESP,1997,1852000
Spain,ESP,1998,1890000
Spain,ESP,1999,2085000
Spain,ESP,2000,2125100
Spain,ESP,2001,2298110
Spain,ESP,2002,2227380
Spain,ESP,2003,2315980
Spain,ESP,2004,2397000
Spain,ESP,2005,2338000
Spain,ESP,2006,2345368
Spain,ESP,2007,2313454
Spain,ESP,2008,2388750
Spain,ESP,2009,2389950
Spain,ESP,2010,2438550
Spain,ESP,2011,2440030
Spain,ESP,2012,2429330
Spain,ESP,2013,2444000
Spain,ESP,2014,2557000
Spain,ESP,2015,2730000
Spain,ESP,2016,2834514
Spain,ESP,2017,2904971
Spain,ESP,2018,2965557
Spain,ESP,2019,3034000
Spain,ESP,2020,2967000
Spain,ESP,2021,2953000
Sudan,SDN,2012,76000
Sudan,SDN,2013,76000
Sudan,SDN,2014,76100
Sudan,SDN,2015,76108
Sudan,SDN,2016,76150
Sudan,SDN,2017,76192
Sudan,SDN,2018,76232
Sudan,SDN,2019,76269
Sudan,SDN,2020,76308
Sudan,SDN,2021,76348
Sudan (former),,1961,60000
Sudan (former),,1962,60000
Sudan (former),,1963,60000
Sudan (former),,1964,60000
Sudan (former),,1965,60000
Sudan (former),,1966,60000
Sudan (former),,1967,60000
Sudan (former),,1968,60000
Sudan (former),,1969,60000
Sudan (former),,1970,60000
Sudan (former),,1971,60000
Sudan (former),,1972,60000
Sudan (former),,1973,60000
Sudan (former),,1974,60000
Sudan (former),,1975,60000
Sudan (former),,1976,60000
Sudan (former),,1977,60000
Sudan (former),,1978,60000
Sudan (former),,1979,60000
Sudan (former),,1980,60000
Sudan (former),,1981,60000
Sudan (former),,1982,60000
Sudan (former),,1983,60000
Sudan (former),,1984,60000
Sudan (former),,1985,60000
Sudan (former),,1986,62000
Sudan (former),,1987,63000
Sudan (former),,1988,62500
Sudan (former),,1989,63000
Sudan (former),,1990,63500
Sudan (former),,1991,64000
Sudan (former),,1992,65000
Sudan (former),,1993,65500
Sudan (former),,1994,66000
Sudan (former),,1995,66500
Sudan (former),,1996,67000
Sudan (former),,1997,68000
Sudan (former),,1998,70000
Sudan (former),,1999,72000
Sudan (former),,2000,72000
Sudan (former),,2001,73000
Sudan (former),,2002,73000
Sudan (former),,2003,74000
Sudan (former),,2004,74000
Sudan (former),,2005,74000
Sudan (former),,2006,74500
Sudan (former),,2007,74500
Sudan (former),,2008,75000
Sudan (former),,2009,75000
Sudan (former),,2010,75000
Sudan (former),,2011,75500
Sweden,SWE,1961,200000
Sweden,SWE,1962,67000
Sweden,SWE,1963,100000
Sweden,SWE,1964,134000
Sweden,SWE,1965,134000
Sweden,SWE,1966,134000
Sweden,SWE,1967,187000
Sweden,SWE,1968,167000
Sweden,SWE,1969,140000
Sweden,SWE,1970,100000
Sweden,SWE,1971,140000
Sweden,SWE,1972,140000
Sweden,SWE,1973,213000
Sweden,SWE,1974,166000
Sweden,SWE,1975,180000
Sweden,SWE,1976,180000
Sweden,SWE,1977,180000
Sweden,SWE,1978,180000
Sweden,SWE,1979,180000
Sweden,SWE,1980,180000
Sweden,SWE,1981,180000
Sweden,SWE,1982,180000
Sweden,SWE,1983,180000
Sweden,SWE,1984,180000
Sweden,SWE,1985,180000
Sweden,SWE,1986,180000
Sweden,SWE,1987,180000
Sweden,SWE,1988,10103
Sweden,SWE,1989,101780
Sweden,SWE,1990,93705
Sweden,SWE,1991,123000
Sweden,SWE,1992,110000
Sweden,SWE,1993,105000
Sweden,SWE,1994,72000
Sweden,SWE,1995,105000
Sweden,SWE,1996,91000
Sweden,SWE,1997,88000
Sweden,SWE,1998,90000
Sweden,SWE,1999,94000
Sweden,SWE,2000,96000
Sweden,SWE,2001,92000
Sweden,SWE,2002,97000
Sweden,SWE,2003,89000
Sweden,SWE,2004,91000
Sweden,SWE,2005,85400
Sweden,SWE,2006,82000
Sweden,SWE,2007,83200
Sweden,SWE,2008,76800
Sweden,SWE,2009,83700
Sweden,SWE,2010,87720
Sweden,SWE,2011,87480
Sweden,SWE,2012,102731
Sweden,SWE,2013,90069
Sweden,SWE,2014,105850
Sweden,SWE,2015,91823
Sweden,SWE,2016,90448
Sweden,SWE,2017,91105
Sweden,SWE,2018,174000
Sweden,SWE,2019,174000
Sweden,SWE,2020,179000
Sweden,SWE,2021,179000
Switzerland,CHE,1961,281388
Switzerland,CHE,1962,275000
Switzerland,CHE,1963,268000
Switzerland,CHE,1964,268000
Switzerland,CHE,1965,268000
Switzerland,CHE,1966,270138
Switzerland,CHE,1967,268000
Switzerland,CHE,1968,268000
Switzerland,CHE,1969,268000
Switzerland,CHE,1970,266000
Switzerland,CHE,1971,266000
Switzerland,CHE,1972,264000
Switzerland,CHE,1973,264905
Switzerland,CHE,1974,295500
Switzerland,CHE,1975,300000
Switzerland,CHE,1976,300000
Switzerland,CHE,1977,300000
Switzerland,CHE,1978,272998
Switzerland,CHE,1979,271000
Switzerland,CHE,1980,272000
Switzerland,CHE,1981,272000
Switzerland,CHE,1982,273000
Switzerland,CHE,1983,246630
Switzerland,CHE,1984,247000
Switzerland,CHE,1985,251000
Switzerland,CHE,1986,261000
Switzerland,CHE,1987,257000
Switzerland,CHE,1988,247888
Switzerland,CHE,1989,243000
Switzerland,CHE,1990,275770
Switzerland,CHE,1991,261243
Switzerland,CHE,1992,272205
Switzerland,CHE,1993,271205
Switzerland,CHE,1994,269938
Switzerland,CHE,1995,269180
Switzerland,CHE,1996,269490
Switzerland,CHE,1997,266438
Switzerland,CHE,1998,259805
Switzerland,CHE,1999,246278
Switzerland,CHE,2000,235801
Switzerland,CHE,2001,221573
Switzerland,CHE,2002,214280
Switzerland,CHE,2003,208008
Switzerland,CHE,2004,207945
Switzerland,CHE,2005,208091
Switzerland,CHE,2006,202839
Switzerland,CHE,2007,193355
Switzerland,CHE,2008,180026
Switzerland,CHE,2009,173814
Switzerland,CHE,2010,165045
Switzerland,CHE,2011,169391
Switzerland,CHE,2012,161447
Switzerland,CHE,2013,169391
Switzerland,CHE,2014,168415
Switzerland,CHE,2015,168965
Switzerland,CHE,2016,172680
Switzerland,CHE,2017,174986
Switzerland,CHE,2018,179704
Switzerland,CHE,2019,183170
Switzerland,CHE,2020,186827
Switzerland,CHE,2021,196451
Syria,SYR,1961,54431
Syria,SYR,1962,58485
Syria,SYR,1963,70652
Syria,SYR,1964,78976
Syria,SYR,1965,86898
Syria,SYR,1966,82996
Syria,SYR,1967,83042
Syria,SYR,1968,76564
Syria,SYR,1969,79846
Syria,SYR,1970,77594
Syria,SYR,1971,87817
Syria,SYR,1972,82700
Syria,SYR,1973,89239
Syria,SYR,1974,86987
Syria,SYR,1975,86066
Syria,SYR,1976,100868
Syria,SYR,1977,116221
Syria,SYR,1978,119650
Syria,SYR,1979,122344
Syria,SYR,1980,134700
Syria,SYR,1981,142000
Syria,SYR,1982,144000
Syria,SYR,1983,148000
Syria,SYR,1984,147000
Syria,SYR,1985,132000
Syria,SYR,1986,128000
Syria,SYR,1987,115000
Syria,SYR,1988,135000
Syria,SYR,1989,146000
Syria,SYR,1990,137000
Syria,SYR,1991,143000
Syria,SYR,1992,164471
Syria,SYR,1993,258000
Syria,SYR,1994,309000
Syria,SYR,1995,354000
Syria,SYR,1996,378394
Syria,SYR,1997,387607
Syria,SYR,1998,384803
Syria,SYR,1999,360367
Syria,SYR,2000,345091
Syria,SYR,2001,364352
Syria,SYR,2002,384000
Syria,SYR,2003,398000
Syria,SYR,2004,442000
Syria,SYR,2005,463000
Syria,SYR,2006,501000
Syria,SYR,2007,530000
Syria,SYR,2008,541000
Syria,SYR,2009,595394
Syria,SYR,2010,630775
Syria,SYR,2011,631526
Syria,SYR,2012,597863
Syria,SYR,2013,544846
Syria,SYR,2014,507829
Syria,SYR,2015,500000
Syria,SYR,2016,500000
Syria,SYR,2017,471239
Syria,SYR,2018,473251
Syria,SYR,2019,493989
Syria,SYR,2020,500391
Syria,SYR,2021,532209
Taiwan,TWN,1961,156000
Taiwan,TWN,1962,160000
Taiwan,TWN,1963,119000
Taiwan,TWN,1964,158000
Taiwan,TWN,1965,157000
Taiwan,TWN,1966,149000
Taiwan,TWN,1967,150000
Taiwan,TWN,1968,157000
Taiwan,TWN,1969,160000
Taiwan,TWN,1970,165000
Taiwan,TWN,1971,170000
Taiwan,TWN,1972,175000
Taiwan,TWN,1973,180000
Taiwan,TWN,1974,185000
Taiwan,TWN,1975,190000
Taiwan,TWN,1976,195000
Taiwan,TWN,1977,200000
Taiwan,TWN,1978,156919
Taiwan,TWN,1979,247315
Taiwan,TWN,1980,254809
Taiwan,TWN,1981,267564
Taiwan,TWN,1982,247365
Taiwan,TWN,1983,260359
Taiwan,TWN,1984,234471
Taiwan,TWN,1985,190049
Taiwan,TWN,1986,235040
Taiwan,TWN,1987,235040
Taiwan,TWN,1988,218910
Taiwan,TWN,1989,118208
Taiwan,TWN,1990,128472
Taiwan,TWN,1991,141087
Taiwan,TWN,1992,159420
Taiwan,TWN,1993,164170
Taiwan,TWN,1994,139250
Taiwan,TWN,1995,131375
Taiwan,TWN,1996,140434
Taiwan,TWN,1997,124345
Taiwan,TWN,1998,108550
Taiwan,TWN,1999,102550
Taiwan,TWN,2000,94970
Taiwan,TWN,2001,98410
Taiwan,TWN,2002,99630
Taiwan,TWN,2003,100720
Taiwan,TWN,2004,101530
Taiwan,TWN,2005,88930
Taiwan,TWN,2006,80750
Taiwan,TWN,2007,73050
Taiwan,TWN,2008,71200
Taiwan,TWN,2009,77150
Taiwan,TWN,2010,97730
Taiwan,TWN,2011,103870
Taiwan,TWN,2012,117204
Taiwan,TWN,2013,120000
Taiwan,TWN,2014,125000
Taiwan,TWN,2015,130750
Taiwan,TWN,2016,136406
Taiwan,TWN,2017,142277
Taiwan,TWN,2018,148894
Taiwan,TWN,2019,155219
Taiwan,TWN,2020,162125
Taiwan,TWN,2021,167018
Tajikistan,TJK,1992,61500
Tajikistan,TJK,1993,34300
Tajikistan,TJK,1994,25400
Tajikistan,TJK,1995,24500
Tajikistan,TJK,1996,22500
Tajikistan,TJK,1997,14500
Tajikistan,TJK,1998,13700
Tajikistan,TJK,1999,23600
Tajikistan,TJK,2000,29300
Tajikistan,TJK,2001,29100
Tajikistan,TJK,2002,29700
Tajikistan,TJK,2003,33403
Tajikistan,TJK,2004,42874
Tajikistan,TJK,2005,48982
Tajikistan,TJK,2006,64829
Tajikistan,TJK,2007,81720
Tajikistan,TJK,2008,118648
Tajikistan,TJK,2009,140042
Tajikistan,TJK,2010,180617
Tajikistan,TJK,2011,190153
Tajikistan,TJK,2012,195539
Tajikistan,TJK,2013,202089
Tajikistan,TJK,2014,209476
Tajikistan,TJK,2015,213451
Tajikistan,TJK,2016,218990
Tajikistan,TJK,2017,222386
Tajikistan,TJK,2018,223262
Tajikistan,TJK,2019,231667
Tajikistan,TJK,2020,237853
Tajikistan,TJK,2021,242406
Tanzania,TZA,1961,560000
Tanzania,TZA,1962,570000
Tanzania,TZA,1963,580000
