Entity,Code,Year,"Meat, rabbit | 00001141 || Producing or slaughtered animals | 005321 || animals"
Land Locked Developing Countries (FAO),,1978,989000
Land Locked Developing Countries (FAO),,1979,1058000
Land Locked Developing Countries (FAO),,1980,1046000
Land Locked Developing Countries (FAO),,1981,957000
Land Locked Developing Countries (FAO),,1982,1043000
Land Locked Developing Countries (FAO),,1983,1038000
Land Locked Developing Countries (FAO),,1984,1064000
Land Locked Developing Countries (FAO),,1985,1196000
Land Locked Developing Countries (FAO),,1986,1285000
Land Locked Developing Countries (FAO),,1987,1305000
Land Locked Developing Countries (FAO),,1988,1390000
Land Locked Developing Countries (FAO),,1989,1695000
Land Locked Developing Countries (FAO),,1990,1963000
Land Locked Developing Countries (FAO),,1991,2062000
Land Locked Developing Countries (FAO),,1992,3861000
Land Locked Developing Countries (FAO),,1993,3311000
Land Locked Developing Countries (FAO),,1994,3326000
Land Locked Developing Countries (FAO),,1995,2672000
Land Locked Developing Countries (FAO),,1996,2706000
Land Locked Developing Countries (FAO),,1997,2587000
Land Locked Developing Countries (FAO),,1998,2152000
Land Locked Developing Countries (FAO),,1999,2502000
Land Locked Developing Countries (FAO),,2000,2465000
Land Locked Developing Countries (FAO),,2001,3318000
Land Locked Developing Countries (FAO),,2002,3850000
Land Locked Developing Countries (FAO),,2003,3575000
Land Locked Developing Countries (FAO),,2004,3650000
Land Locked Developing Countries (FAO),,2005,3938000
Land Locked Developing Countries (FAO),,2006,3203000
Land Locked Developing Countries (FAO),,2007,3811000
Land Locked Developing Countries (FAO),,2008,4149000
Land Locked Developing Countries (FAO),,2009,4091000
Land Locked Developing Countries (FAO),,2010,4534000
Land Locked Developing Countries (FAO),,2011,5024000
Land Locked Developing Countries (FAO),,2012,5349000
Land Locked Developing Countries (FAO),,2013,4682000
Land Locked Developing Countries (FAO),,2014,4675000
Land Locked Developing Countries (FAO),,2015,4989000
Land Locked Developing Countries (FAO),,2016,5001000
Land Locked Developing Countries (FAO),,2017,4710000
Land Locked Developing Countries (FAO),,2018,4850000
Land Locked Developing Countries (FAO),,2019,4788000
Land Locked Developing Countries (FAO),,2020,4685000
Land Locked Developing Countries (FAO),,2021,4918000
Latvia,LVA,1992,350000
Latvia,LVA,1993,100000
Latvia,LVA,1994,150000
Latvia,LVA,1995,100000
Latvia,LVA,1996,80000
Latvia,LVA,1997,50000
Latvia,LVA,1998,110000
Latvia,LVA,1999,37000
Latvia,LVA,2000,60000
Latvia,LVA,2001,89000
Latvia,LVA,2002,110000
Latvia,LVA,2003,48000
Latvia,LVA,2004,70000
Latvia,LVA,2005,49000
Latvia,LVA,2006,54000
Latvia,LVA,2007,41000
Latvia,LVA,2008,23000
Latvia,LVA,2009,16000
Latvia,LVA,2010,32000
Latvia,LVA,2011,32000
Latvia,LVA,2012,32000
Latvia,LVA,2013,33000
Latvia,LVA,2014,39000
Latvia,LVA,2015,58000
Latvia,LVA,2016,55000
Latvia,LVA,2017,26000
Latvia,LVA,2018,23000
Least Developed Countries (FAO),,1961,33000
Least Developed Countries (FAO),,1962,50000
Least Developed Countries (FAO),,1963,66000
Least Developed Countries (FAO),,1964,82000
Least Developed Countries (FAO),,1965,99000
Least Developed Countries (FAO),,1966,116000
Least Developed Countries (FAO),,1967,132000
Least Developed Countries (FAO),,1968,148000
Least Developed Countries (FAO),,1969,165000
Least Developed Countries (FAO),,1970,198000
Least Developed Countries (FAO),,1971,231000
Least Developed Countries (FAO),,1972,264000
Least Developed Countries (FAO),,1973,297000
Least Developed Countries (FAO),,1974,314000
Least Developed Countries (FAO),,1975,330000
Least Developed Countries (FAO),,1976,376000
Least Developed Countries (FAO),,1977,419000
Least Developed Countries (FAO),,1978,409000
Least Developed Countries (FAO),,1979,478000
Least Developed Countries (FAO),,1980,442000
Least Developed Countries (FAO),,1981,353000
Least Developed Countries (FAO),,1982,409000
Least Developed Countries (FAO),,1983,403000
Least Developed Countries (FAO),,1984,429000
Least Developed Countries (FAO),,1985,661000
Least Developed Countries (FAO),,1986,800000
Least Developed Countries (FAO),,1987,770000
Least Developed Countries (FAO),,1988,905000
Least Developed Countries (FAO),,1989,1260000
Least Developed Countries (FAO),,1990,1573000
Least Developed Countries (FAO),,1991,3344000
Least Developed Countries (FAO),,1992,3461000
Least Developed Countries (FAO),,1993,3602000
Least Developed Countries (FAO),,1994,3553000
Least Developed Countries (FAO),,1995,3513000
Least Developed Countries (FAO),,1996,3938000
Least Developed Countries (FAO),,1997,4035000
Least Developed Countries (FAO),,1998,3740000
Least Developed Countries (FAO),,1999,5178000
Least Developed Countries (FAO),,2000,5017000
Least Developed Countries (FAO),,2001,5125000
Least Developed Countries (FAO),,2002,5450000
Least Developed Countries (FAO),,2003,8060000
Least Developed Countries (FAO),,2004,9350000
Least Developed Countries (FAO),,2005,10575000
Least Developed Countries (FAO),,2006,9817000
Least Developed Countries (FAO),,2007,10555000
Least Developed Countries (FAO),,2008,11070000
Least Developed Countries (FAO),,2009,10805000
Least Developed Countries (FAO),,2010,11575000
Least Developed Countries (FAO),,2011,12110000
Least Developed Countries (FAO),,2012,12547000
Least Developed Countries (FAO),,2013,11974000
Least Developed Countries (FAO),,2014,12220000
Least Developed Countries (FAO),,2015,12288000
Least Developed Countries (FAO),,2016,12230000
Least Developed Countries (FAO),,2017,11845000
Least Developed Countries (FAO),,2018,12378000
Least Developed Countries (FAO),,2019,12349000
Least Developed Countries (FAO),,2020,12330000
Least Developed Countries (FAO),,2021,12373000
Lithuania,LTU,1992,209000
Lithuania,LTU,1993,150000
Lithuania,LTU,1994,117000
Lithuania,LTU,1995,31000
Lithuania,LTU,1996,35000
Lithuania,LTU,1997,38000
Lithuania,LTU,1998,34000
Lithuania,LTU,1999,14000
Lithuania,LTU,2000,12000
Lithuania,LTU,2001,13000
Lithuania,LTU,2002,13000
Lithuania,LTU,2003,30000
Lithuania,LTU,2004,30000
Lithuania,LTU,2005,30000
Lithuania,LTU,2006,30000
Lithuania,LTU,2007,31000
Lithuania,LTU,2008,30000
Lithuania,LTU,2009,31000
Lithuania,LTU,2010,57000
Lithuania,LTU,2011,35000
Lithuania,LTU,2012,30000
Lithuania,LTU,2013,30000
Lithuania,LTU,2014,68000
Lithuania,LTU,2015,81000
Lithuania,LTU,2016,94000
Lithuania,LTU,2017,111000
Lithuania,LTU,2018,155000
Low Income Food Deficit Countries (FAO),,1961,33000
Low Income Food Deficit Countries (FAO),,1962,50000
Low Income Food Deficit Countries (FAO),,1963,66000
Low Income Food Deficit Countries (FAO),,1964,82000
Low Income Food Deficit Countries (FAO),,1965,99000
Low Income Food Deficit Countries (FAO),,1966,116000
Low Income Food Deficit Countries (FAO),,1967,132000
Low Income Food Deficit Countries (FAO),,1968,148000
Low Income Food Deficit Countries (FAO),,1969,360000
Low Income Food Deficit Countries (FAO),,1970,423000
Low Income Food Deficit Countries (FAO),,1971,461000
Low Income Food Deficit Countries (FAO),,1972,454000
Low Income Food Deficit Countries (FAO),,1973,452000
Low Income Food Deficit Countries (FAO),,1974,529000
Low Income Food Deficit Countries (FAO),,1975,590000
Low Income Food Deficit Countries (FAO),,1976,656000
Low Income Food Deficit Countries (FAO),,1977,704000
Low Income Food Deficit Countries (FAO),,1978,708000
Low Income Food Deficit Countries (FAO),,1979,774000
Low Income Food Deficit Countries (FAO),,1980,813000
Low Income Food Deficit Countries (FAO),,1981,819000
Low Income Food Deficit Countries (FAO),,1982,999000
Low Income Food Deficit Countries (FAO),,1983,1117000
Low Income Food Deficit Countries (FAO),,1984,1227000
Low Income Food Deficit Countries (FAO),,1985,1541000
Low Income Food Deficit Countries (FAO),,1986,1804000
Low Income Food Deficit Countries (FAO),,1987,1898000
Low Income Food Deficit Countries (FAO),,1988,2229000
Low Income Food Deficit Countries (FAO),,1989,2714000
Low Income Food Deficit Countries (FAO),,1990,2989000
Low Income Food Deficit Countries (FAO),,1991,4947000
Low Income Food Deficit Countries (FAO),,1992,5951000
Low Income Food Deficit Countries (FAO),,1993,5749000
Low Income Food Deficit Countries (FAO),,1994,5639000
Low Income Food Deficit Countries (FAO),,1995,5597000
Low Income Food Deficit Countries (FAO),,1996,17620000
Low Income Food Deficit Countries (FAO),,1997,16055000
Low Income Food Deficit Countries (FAO),,1998,15868000
Low Income Food Deficit Countries (FAO),,1999,26278000
Low Income Food Deficit Countries (FAO),,2000,48839000
Low Income Food Deficit Countries (FAO),,2001,77521000
Low Income Food Deficit Countries (FAO),,2002,78392000
Low Income Food Deficit Countries (FAO),,2003,81614000
Low Income Food Deficit Countries (FAO),,2004,82753000
Low Income Food Deficit Countries (FAO),,2005,84640000
Low Income Food Deficit Countries (FAO),,2006,92020000
Low Income Food Deficit Countries (FAO),,2007,99241000
Low Income Food Deficit Countries (FAO),,2008,108749000
Low Income Food Deficit Countries (FAO),,2009,116563000
Low Income Food Deficit Countries (FAO),,2010,117586000
Low Income Food Deficit Countries (FAO),,2011,129939000
Low Income Food Deficit Countries (FAO),,2012,130441000
Low Income Food Deficit Countries (FAO),,2013,129939000
Low Income Food Deficit Countries (FAO),,2014,132386000
Low Income Food Deficit Countries (FAO),,2015,132913000
Low Income Food Deficit Countries (FAO),,2016,131454000
Low Income Food Deficit Countries (FAO),,2017,132013000
Low Income Food Deficit Countries (FAO),,2018,129159000
Low Income Food Deficit Countries (FAO),,2019,141861000
Low Income Food Deficit Countries (FAO),,2020,124756000
Low Income Food Deficit Countries (FAO),,2021,114574000
Low-income countries,,1961,33000
Low-income countries,,1962,50000
Low-income countries,,1963,66000
Low-income countries,,1964,82000
Low-income countries,,1965,99000
Low-income countries,,1966,116000
Low-income countries,,1967,132000
Low-income countries,,1968,148000
Low-income countries,,1969,335000
Low-income countries,,1970,398000
Low-income countries,,1971,431000
Low-income countries,,1972,424000
Low-income countries,,1973,417000
Low-income countries,,1974,494000
Low-income countries,,1975,550000
Low-income countries,,1976,616000
Low-income countries,,1977,659000
Low-income countries,,1978,659000
Low-income countries,,1979,718000
Low-income countries,,1980,678000
Low-income countries,,1981,603000
Low-income countries,,1982,669000
Low-income countries,,1983,673000
Low-income countries,,1984,679000
Low-income countries,,1985,891000
Low-income countries,,1986,1050000
Low-income countries,,1987,1030000
Low-income countries,,1988,1255000
Low-income countries,,1989,1640000
Low-income countries,,1990,1843000
Low-income countries,,1991,3624000
Low-income countries,,1992,3757000
Low-income countries,,1993,3803000
Low-income countries,,1994,3753000
Low-income countries,,1995,3714000
Low-income countries,,1996,15128000
Low-income countries,,1997,14065000
Low-income countries,,1998,13991000
Low-income countries,,1999,24048000
Low-income countries,,2000,46447000
Low-income countries,,2001,75225000
Low-income countries,,2002,75750000
Low-income countries,,2003,78705000
Low-income countries,,2004,80340000
Low-income countries,,2005,82065000
Low-income countries,,2006,88907000
Low-income countries,,2007,96655000
Low-income countries,,2008,106170000
Low-income countries,,2009,113901000
Low-income countries,,2010,114601000
Low-income countries,,2011,127137000
Low-income countries,,2012,127574000
Low-income countries,,2013,127001000
Low-income countries,,2014,129831000
Low-income countries,,2015,130687000
Low-income countries,,2016,129800000
Low-income countries,,2017,130384000
Low-income countries,,2018,128385000
Low-income countries,,2019,140724000
Low-income countries,,2020,122218000
Low-income countries,,2021,113284000
Lower-middle-income countries,,1961,9120000
Lower-middle-income countries,,1962,9120000
Lower-middle-income countries,,1963,9121000
Lower-middle-income countries,,1964,9222000
Lower-middle-income countries,,1965,10423000
Lower-middle-income countries,,1966,10624000
Lower-middle-income countries,,1967,10624000
Lower-middle-income countries,,1968,10625000
Lower-middle-income countries,,1969,10650000
Lower-middle-income countries,,1970,10651000
Lower-middle-income countries,,1971,11656000
Lower-middle-income countries,,1972,11657000
Lower-middle-income countries,,1973,11662000
Lower-middle-income countries,,1974,11863000
Lower-middle-income countries,,1975,12168000
Lower-middle-income countries,,1976,12469000
Lower-middle-income countries,,1977,12674000
Lower-middle-income countries,,1978,14629000
Lower-middle-income countries,,1979,16886000
Lower-middle-income countries,,1980,19567000
Lower-middle-income countries,,1981,24748000
Lower-middle-income countries,,1982,28964000
Lower-middle-income countries,,1983,32079000
Lower-middle-income countries,,1984,37183000
Lower-middle-income countries,,1985,43191000
Lower-middle-income countries,,1986,44361000
Lower-middle-income countries,,1987,46041000
Lower-middle-income countries,,1988,47253000
Lower-middle-income countries,,1989,48459000
Lower-middle-income countries,,1990,49136000
Lower-middle-income countries,,1991,50463000
Lower-middle-income countries,,1992,65550000
Lower-middle-income countries,,1993,68697000
Lower-middle-income countries,,1994,66036000
Lower-middle-income countries,,1995,65834000
Lower-middle-income countries,,1996,65642000
Lower-middle-income countries,,1997,63840000
Lower-middle-income countries,,1998,62627000
Lower-middle-income countries,,1999,63480000
Lower-middle-income countries,,2000,62742000
Lower-middle-income countries,,2001,62746000
Lower-middle-income countries,,2002,63111000
Lower-middle-income countries,,2003,62603000
Lower-middle-income countries,,2004,62218000
Lower-middle-income countries,,2005,62717000
Lower-middle-income countries,,2006,60001000
Lower-middle-income countries,,2007,60934000
Lower-middle-income countries,,2008,62828000
Lower-middle-income countries,,2009,62704000
Lower-middle-income countries,,2010,64289000
Lower-middle-income countries,,2011,65328000
Lower-middle-income countries,,2012,66366000
Lower-middle-income countries,,2013,72657000
Lower-middle-income countries,,2014,74910000
Lower-middle-income countries,,2015,75862000
Lower-middle-income countries,,2016,70949000
Lower-middle-income countries,,2017,72062000
Lower-middle-income countries,,2018,75809000
Lower-middle-income countries,,2019,76451000
Lower-middle-income countries,,2020,73566000
Lower-middle-income countries,,2021,74019000
Luxembourg,LUX,2000,41000
Luxembourg,LUX,2001,41000
Luxembourg,LUX,2002,41000
Luxembourg,LUX,2003,41000
Luxembourg,LUX,2004,41000
Luxembourg,LUX,2005,41000
Luxembourg,LUX,2006,36000
Luxembourg,LUX,2007,22000
Luxembourg,LUX,2008,22000
Luxembourg,LUX,2009,22000
Luxembourg,LUX,2010,22000
Luxembourg,LUX,2011,25000
Luxembourg,LUX,2012,18000
Luxembourg,LUX,2013,18000
Luxembourg,LUX,2014,19000
Luxembourg,LUX,2015,19000
Luxembourg,LUX,2016,15000
Luxembourg,LUX,2017,14000
Luxembourg,LUX,2018,14000
Madagascar,MDG,1985,100000
Madagascar,MDG,1986,150000
Madagascar,MDG,1987,100000
Madagascar,MDG,1988,150000
Madagascar,MDG,1989,200000
Madagascar,MDG,1990,250000
Madagascar,MDG,1991,300000
Madagascar,MDG,1992,350000
Madagascar,MDG,1993,400000
Madagascar,MDG,1994,450000
Madagascar,MDG,1995,350000
Madagascar,MDG,1996,400000
Madagascar,MDG,1997,450000
Madagascar,MDG,1998,500000
Madagascar,MDG,1999,550000
Madagascar,MDG,2000,600000
Madagascar,MDG,2001,550000
Madagascar,MDG,2002,550000
Madagascar,MDG,2003,550000
Madagascar,MDG,2004,550000
Madagascar,MDG,2005,550000
Madagascar,MDG,2006,550000
Madagascar,MDG,2007,550000
Madagascar,MDG,2008,550000
Madagascar,MDG,2009,575000
Madagascar,MDG,2010,575000
Madagascar,MDG,2011,600000
Madagascar,MDG,2012,600000
Madagascar,MDG,2013,575000
Madagascar,MDG,2014,600000
Madagascar,MDG,2015,614000
Madagascar,MDG,2016,622000
Madagascar,MDG,2017,629000
Madagascar,MDG,2018,620000
Madagascar,MDG,2019,626000
Madagascar,MDG,2020,631000
Madagascar,MDG,2021,634000
Malta,MLT,1961,0
Malta,MLT,1962,0
Malta,MLT,1963,0
Malta,MLT,1964,0
Malta,MLT,1965,0
Malta,MLT,1966,0
Malta,MLT,1967,0
Malta,MLT,1968,0
Malta,MLT,1969,0
Malta,MLT,1970,0
Malta,MLT,1971,0
Malta,MLT,1972,0
Malta,MLT,1973,0
Malta,MLT,1974,0
Malta,MLT,1975,0
Malta,MLT,1976,0
Malta,MLT,1977,200000
Malta,MLT,1978,200000
Malta,MLT,1979,200000
Malta,MLT,1980,210000
Malta,MLT,1981,210000
Malta,MLT,1982,180000
Malta,MLT,1983,210000
Malta,MLT,1984,215000
Malta,MLT,1985,215000
Malta,MLT,1986,215000
Malta,MLT,1987,220000
Malta,MLT,1988,220000
Malta,MLT,1989,220000
Malta,MLT,1990,220000
Martinique,MTQ,1961,0
Martinique,MTQ,1962,0
Martinique,MTQ,1963,0
Martinique,MTQ,1964,0
Martinique,MTQ,1965,0
Martinique,MTQ,1966,0
Martinique,MTQ,1967,0
Martinique,MTQ,1968,0
Martinique,MTQ,1969,0
Martinique,MTQ,1970,0
Martinique,MTQ,1971,0
Martinique,MTQ,1972,0
Martinique,MTQ,1973,0
Martinique,MTQ,1974,0
Martinique,MTQ,1975,0
Martinique,MTQ,1976,0
Martinique,MTQ,1977,0
Martinique,MTQ,1978,0
Martinique,MTQ,1979,0
Martinique,MTQ,1980,0
Martinique,MTQ,1981,0
Martinique,MTQ,1982,0
Martinique,MTQ,1983,0
Martinique,MTQ,1984,90000
Martinique,MTQ,1985,90000
Martinique,MTQ,1986,110000
Martinique,MTQ,1987,112000
Martinique,MTQ,1988,112000
Martinique,MTQ,1989,115000
Martinique,MTQ,1990,85000
Martinique,MTQ,1991,70000
Martinique,MTQ,1992,80000
Martinique,MTQ,1993,70000
Martinique,MTQ,1994,70000
Martinique,MTQ,1995,70000
Martinique,MTQ,1996,70000
Martinique,MTQ,1997,40000
Martinique,MTQ,1998,40000
Martinique,MTQ,1999,40000
Martinique,MTQ,2000,40000
Martinique,MTQ,2001,40000
Martinique,MTQ,2002,40000
Martinique,MTQ,2003,40000
Martinique,MTQ,2004,40000
Martinique,MTQ,2005,40000
Martinique,MTQ,2006,40000
Mauritius,MUS,1961,30000
Mauritius,MUS,1962,30000
Mauritius,MUS,1963,30000
Mauritius,MUS,1964,30000
Mauritius,MUS,1965,30000
Mauritius,MUS,1966,35000
Mauritius,MUS,1967,35000
Mauritius,MUS,1968,35000
Mauritius,MUS,1969,35000
Mauritius,MUS,1970,35000
Mauritius,MUS,1971,45000
Mauritius,MUS,1972,45000
Mauritius,MUS,1973,45000
Mauritius,MUS,1974,45000
Mauritius,MUS,1975,45000
Mauritius,MUS,1976,45000
Mauritius,MUS,1977,45000
Mauritius,MUS,1978,45000
Mauritius,MUS,1979,45000
Mauritius,MUS,1980,45000
Mauritius,MUS,1981,45000
Mauritius,MUS,1982,45000
Mauritius,MUS,1983,45000
Mauritius,MUS,1984,45000
Mauritius,MUS,1985,45000
Mauritius,MUS,1986,45000
Mauritius,MUS,1987,45000
Mauritius,MUS,1988,45000
Mauritius,MUS,1989,45000
Mauritius,MUS,1990,45000
Mauritius,MUS,1991,45000
Mauritius,MUS,1992,45000
Mauritius,MUS,1993,45000
Mauritius,MUS,1994,45000
Mauritius,MUS,1995,45000
Mauritius,MUS,1996,45000
Mauritius,MUS,1997,45000
Mauritius,MUS,1998,45000
Mauritius,MUS,1999,45000
Mauritius,MUS,2000,45000
Mauritius,MUS,2001,45000
Mauritius,MUS,2002,45000
Mauritius,MUS,2003,45000
Mauritius,MUS,2004,30000
Mauritius,MUS,2005,21000
Mauritius,MUS,2006,14000
Mauritius,MUS,2007,14000
Mauritius,MUS,2008,14000
Mauritius,MUS,2009,14000
Mauritius,MUS,2010,14000
Mauritius,MUS,2011,14000
Mauritius,MUS,2012,14000
Mauritius,MUS,2013,14000
Mauritius,MUS,2014,14000
Mauritius,MUS,2015,14000
Mauritius,MUS,2016,14000
Mauritius,MUS,2017,14000
Mauritius,MUS,2018,13000
Mauritius,MUS,2019,13000
Mauritius,MUS,2020,13000
Mauritius,MUS,2021,13000
Mexico,MEX,1961,300000
Mexico,MEX,1962,300000
Mexico,MEX,1963,305000
Mexico,MEX,1964,310000
Mexico,MEX,1965,320000
Mexico,MEX,1966,330000
Mexico,MEX,1967,335000
Mexico,MEX,1968,340000
Mexico,MEX,1969,345000
Mexico,MEX,1970,350000
Mexico,MEX,1971,350000
Mexico,MEX,1972,354000
Mexico,MEX,1973,476000
Mexico,MEX,1974,605000
Mexico,MEX,1975,2303000
Mexico,MEX,1976,2469000
Mexico,MEX,1977,3470000
Mexico,MEX,1978,3720000
Mexico,MEX,1979,3994000
Mexico,MEX,1980,4309000
Mexico,MEX,1981,4476000
Mexico,MEX,1982,4661000
Mexico,MEX,1983,3800000
Mexico,MEX,1984,3600000
Mexico,MEX,1985,3600000
Mexico,MEX,1986,3650000
Mexico,MEX,1987,3680000
Mexico,MEX,1988,3710000
Mexico,MEX,1989,3800000
Mexico,MEX,1990,3800000
Mexico,MEX,1991,3800000
Mexico,MEX,1992,4000000
Mexico,MEX,1993,4000000
Mexico,MEX,1994,4050000
Mexico,MEX,1995,4050000
Mexico,MEX,1996,4100000
Mexico,MEX,1997,4100000
Mexico,MEX,1998,4130000
Mexico,MEX,1999,4130000
Mexico,MEX,2000,4160000
Mexico,MEX,2001,4190000
Mexico,MEX,2002,4190000
Mexico,MEX,2003,4220000
Mexico,MEX,2004,4220000
Mexico,MEX,2005,4230000
Mexico,MEX,2006,4250000
Mexico,MEX,2007,4250000
Mexico,MEX,2008,4300000
Mexico,MEX,2009,4300000
Mexico,MEX,2010,4350000
Mexico,MEX,2011,4350000
Mexico,MEX,2012,4360000
Mexico,MEX,2013,4360000
Mexico,MEX,2014,4368000
Mexico,MEX,2015,4400000
Mexico,MEX,2016,4413000
Mexico,MEX,2017,4428000
Mexico,MEX,2018,4459000
Mexico,MEX,2019,4467000
Mexico,MEX,2020,4482000
Mexico,MEX,2021,4496000
Middle Africa (FAO),,1961,500000
Middle Africa (FAO),,1962,535000
Middle Africa (FAO),,1963,565000
Middle Africa (FAO),,1964,580000
Middle Africa (FAO),,1965,600000
Middle Africa (FAO),,1966,625000
Middle Africa (FAO),,1967,660000
Middle Africa (FAO),,1968,700000
Middle Africa (FAO),,1969,730000
Middle Africa (FAO),,1970,760000
Middle Africa (FAO),,1971,795000
Middle Africa (FAO),,1972,835000
Middle Africa (FAO),,1973,875000
Middle Africa (FAO),,1974,915000
Middle Africa (FAO),,1975,950000
Middle Africa (FAO),,1976,990000
Middle Africa (FAO),,1977,1030000
Middle Africa (FAO),,1978,1074000
Middle Africa (FAO),,1979,1106000
Middle Africa (FAO),,1980,1160000
Middle Africa (FAO),,1981,1216000
Middle Africa (FAO),,1982,1280000
Middle Africa (FAO),,1983,1294000
Middle Africa (FAO),,1984,1298000
Middle Africa (FAO),,1985,1300000
Middle Africa (FAO),,1986,1304000
Middle Africa (FAO),,1987,1318000
Middle Africa (FAO),,1988,1374000
Middle Africa (FAO),,1989,1399000
Middle Africa (FAO),,1990,1426000
Middle Africa (FAO),,1991,1453000
Middle Africa (FAO),,1992,1484000
Middle Africa (FAO),,1993,1513000
Middle Africa (FAO),,1994,1513000
Middle Africa (FAO),,1995,1515000
Middle Africa (FAO),,1996,1541000
Middle Africa (FAO),,1997,1542000
Middle Africa (FAO),,1998,1567000
Middle Africa (FAO),,1999,1644000
Middle Africa (FAO),,2000,1754000
Middle Africa (FAO),,2001,1596000
Middle Africa (FAO),,2002,1596000
Middle Africa (FAO),,2003,1746000
Middle Africa (FAO),,2004,1596000
Middle Africa (FAO),,2005,1596000
Middle Africa (FAO),,2006,1596000
Middle Africa (FAO),,2007,1646000
Middle Africa (FAO),,2008,1646000
Middle Africa (FAO),,2009,1646000
Middle Africa (FAO),,2010,1646000
Middle Africa (FAO),,2011,1646000
Middle Africa (FAO),,2012,1666000
Middle Africa (FAO),,2013,1696000
Middle Africa (FAO),,2014,1750000
Middle Africa (FAO),,2015,1789000
Middle Africa (FAO),,2016,1778000
Middle Africa (FAO),,2017,1772000
Middle Africa (FAO),,2018,1802000
Middle Africa (FAO),,2019,1817000
Middle Africa (FAO),,2020,1800000
Middle Africa (FAO),,2021,1812000
Moldova,MDA,1992,656000
Moldova,MDA,1993,660000
Moldova,MDA,1994,661000
Moldova,MDA,1995,263000
Moldova,MDA,1996,245000
Moldova,MDA,1997,131000
Moldova,MDA,1998,131000
Moldova,MDA,1999,332000
Moldova,MDA,2000,90000
Moldova,MDA,2001,161000
Moldova,MDA,2002,237000
Moldova,MDA,2003,140000
Moldova,MDA,2004,140000
Moldova,MDA,2005,280000
Moldova,MDA,2006,279000
Moldova,MDA,2007,325000
Moldova,MDA,2008,266000
Moldova,MDA,2009,258000
Moldova,MDA,2010,340000
Moldova,MDA,2011,321000
Moldova,MDA,2012,346000
Moldova,MDA,2013,345000
Moldova,MDA,2014,302000
Moldova,MDA,2015,428000
Moldova,MDA,2016,378000
Moldova,MDA,2017,332000
Moldova,MDA,2018,310000
Moldova,MDA,2019,274000
Moldova,MDA,2020,235000
Moldova,MDA,2021,380000
Mozambique,MOZ,1991,1455000
Mozambique,MOZ,1992,1390000
Mozambique,MOZ,1993,1325000
Mozambique,MOZ,1994,1261000
Mozambique,MOZ,1995,1198000
Mozambique,MOZ,1996,1135000
Mozambique,MOZ,1997,1073000
Mozambique,MOZ,1998,999000
Mozambique,MOZ,1999,2150000
Mozambique,MOZ,2000,1500000
Mozambique,MOZ,2001,900000
Mozambique,MOZ,2002,600000
Mozambique,MOZ,2003,660000
Mozambique,MOZ,2004,600000
Mozambique,MOZ,2005,540000
Mozambique,MOZ,2006,450000
Mozambique,MOZ,2007,460000
Mozambique,MOZ,2008,430000
Mozambique,MOZ,2009,400000
Mozambique,MOZ,2010,350000
Mozambique,MOZ,2011,380000
Mozambique,MOZ,2012,380000
Mozambique,MOZ,2013,385000
Mozambique,MOZ,2014,440000
Mozambique,MOZ,2015,386000
Mozambique,MOZ,2016,386000
Mozambique,MOZ,2017,379000
Mozambique,MOZ,2018,384000
Mozambique,MOZ,2019,363000
Mozambique,MOZ,2020,349000
Mozambique,MOZ,2021,331000
Net Food Importing Developing Countries (FAO),,1961,8303000
Net Food Importing Developing Countries (FAO),,1962,8367000
Net Food Importing Developing Countries (FAO),,1963,8426000
Net Food Importing Developing Countries (FAO),,1964,8570000
Net Food Importing Developing Countries (FAO),,1965,8819000
Net Food Importing Developing Countries (FAO),,1966,9081000
Net Food Importing Developing Countries (FAO),,1967,9147000
Net Food Importing Developing Countries (FAO),,1968,9238000
Net Food Importing Developing Countries (FAO),,1969,9335000
Net Food Importing Developing Countries (FAO),,1970,9413000
Net Food Importing Developing Countries (FAO),,1971,9529000
Net Food Importing Developing Countries (FAO),,1972,9614000
Net Food Importing Developing Countries (FAO),,1973,9717000
Net Food Importing Developing Countries (FAO),,1974,9809000
Net Food Importing Developing Countries (FAO),,1975,9877000
Net Food Importing Developing Countries (FAO),,1976,9981000
Net Food Importing Developing Countries (FAO),,1977,10131000
Net Food Importing Developing Countries (FAO),,1978,12024000
Net Food Importing Developing Countries (FAO),,1979,14293000
Net Food Importing Developing Countries (FAO),,1980,16924000
Net Food Importing Developing Countries (FAO),,1981,22175000
Net Food Importing Developing Countries (FAO),,1982,26374000
Net Food Importing Developing Countries (FAO),,1983,29498000
Net Food Importing Developing Countries (FAO),,1984,34644000
Net Food Importing Developing Countries (FAO),,1985,40902000
Net Food Importing Developing Countries (FAO),,1986,42227000
Net Food Importing Developing Countries (FAO),,1987,43363000
Net Food Importing Developing Countries (FAO),,1988,44754000
Net Food Importing Developing Countries (FAO),,1989,46340000
Net Food Importing Developing Countries (FAO),,1990,47490000
Net Food Importing Developing Countries (FAO),,1991,50620000
Net Food Importing Developing Countries (FAO),,1992,52120000
Net Food Importing Developing Countries (FAO),,1993,53639000
Net Food Importing Developing Countries (FAO),,1994,54063000
Net Food Importing Developing Countries (FAO),,1995,54207000
Net Food Importing Developing Countries (FAO),,1996,55360000
Net Food Importing Developing Countries (FAO),,1997,54960000
Net Food Importing Developing Countries (FAO),,1998,54593000
Net Food Importing Developing Countries (FAO),,1999,56559000
Net Food Importing Developing Countries (FAO),,2000,56849000
Net Food Importing Developing Countries (FAO),,2001,56882000
Net Food Importing Developing Countries (FAO),,2002,57698000
