Entity,Code,Year,"Meat, goose and guinea fowl | 00001073 || Producing or slaughtered animals | 005321 || animals"
Slovenia,SVN,2009,0
Slovenia,SVN,2010,0
Slovenia,SVN,2011,0
Slovenia,SVN,2012,0
Slovenia,SVN,2013,0
Slovenia,SVN,2014,0
Slovenia,SVN,2015,0
Slovenia,SVN,2016,0
Slovenia,SVN,2017,0
Slovenia,SVN,2018,0
Slovenia,SVN,2019,0
Slovenia,SVN,2020,0
Slovenia,SVN,2021,0
Small Island Developing States (FAO),,1961,13000
Small Island Developing States (FAO),,1962,13000
Small Island Developing States (FAO),,1963,13000
Small Island Developing States (FAO),,1964,12000
Small Island Developing States (FAO),,1965,14000
Small Island Developing States (FAO),,1966,14000
Small Island Developing States (FAO),,1967,14000
Small Island Developing States (FAO),,1968,14000
Small Island Developing States (FAO),,1969,15000
Small Island Developing States (FAO),,1970,15000
Small Island Developing States (FAO),,1971,15000
Small Island Developing States (FAO),,1972,17000
Small Island Developing States (FAO),,1973,17000
Small Island Developing States (FAO),,1974,19000
Small Island Developing States (FAO),,1975,20000
Small Island Developing States (FAO),,1976,20000
Small Island Developing States (FAO),,1977,20000
Small Island Developing States (FAO),,1978,19000
Small Island Developing States (FAO),,1979,20000
Small Island Developing States (FAO),,1980,20000
Small Island Developing States (FAO),,1981,20000
Small Island Developing States (FAO),,1982,19000
Small Island Developing States (FAO),,1983,19000
Small Island Developing States (FAO),,1984,19000
Small Island Developing States (FAO),,1985,19000
Small Island Developing States (FAO),,1986,19000
Small Island Developing States (FAO),,1987,22000
Small Island Developing States (FAO),,1988,22000
Small Island Developing States (FAO),,1989,22000
Small Island Developing States (FAO),,1990,22000
Small Island Developing States (FAO),,1991,22000
Small Island Developing States (FAO),,1992,23000
Small Island Developing States (FAO),,1993,24000
Small Island Developing States (FAO),,1994,26000
Small Island Developing States (FAO),,1995,28000
Small Island Developing States (FAO),,1996,30000
Small Island Developing States (FAO),,1997,32000
Small Island Developing States (FAO),,1998,34000
Small Island Developing States (FAO),,1999,36000
Small Island Developing States (FAO),,2000,38000
Small Island Developing States (FAO),,2001,41000
Small Island Developing States (FAO),,2002,41000
Small Island Developing States (FAO),,2003,44000
Small Island Developing States (FAO),,2004,44000
Small Island Developing States (FAO),,2005,44000
Small Island Developing States (FAO),,2006,44000
Small Island Developing States (FAO),,2007,45000
Small Island Developing States (FAO),,2008,46000
Small Island Developing States (FAO),,2009,46000
Small Island Developing States (FAO),,2010,46000
Small Island Developing States (FAO),,2011,46000
Small Island Developing States (FAO),,2012,46000
Small Island Developing States (FAO),,2013,46000
Small Island Developing States (FAO),,2014,46000
Small Island Developing States (FAO),,2015,46000
Small Island Developing States (FAO),,2016,46000
Small Island Developing States (FAO),,2017,46000
Small Island Developing States (FAO),,2018,46000
Small Island Developing States (FAO),,2019,47000
Small Island Developing States (FAO),,2020,47000
Small Island Developing States (FAO),,2021,47000
South Africa,ZAF,1961,92000
South Africa,ZAF,1962,93000
South Africa,ZAF,1963,94000
South Africa,ZAF,1964,95000
South Africa,ZAF,1965,96000
South Africa,ZAF,1966,97000
South Africa,ZAF,1967,98000
South Africa,ZAF,1968,99000
South Africa,ZAF,1969,100000
South Africa,ZAF,1970,101000
South Africa,ZAF,1971,102000
South Africa,ZAF,1972,103000
South Africa,ZAF,1973,104000
South Africa,ZAF,1974,104000
South Africa,ZAF,1975,105000
South Africa,ZAF,1976,106000
South Africa,ZAF,1977,107000
South Africa,ZAF,1978,107000
South Africa,ZAF,1979,108000
South Africa,ZAF,1980,108000
South Africa,ZAF,1981,109000
South Africa,ZAF,1982,109000
South Africa,ZAF,1983,110000
South Africa,ZAF,1984,112000
South Africa,ZAF,1985,112000
South Africa,ZAF,1986,112000
South Africa,ZAF,1987,112000
South Africa,ZAF,1988,112000
South Africa,ZAF,1989,112000
South Africa,ZAF,1990,113000
South Africa,ZAF,1991,113000
South Africa,ZAF,1992,113000
South Africa,ZAF,1993,111000
South Africa,ZAF,1994,116000
South Africa,ZAF,1995,119000
South Africa,ZAF,1996,121000
South Africa,ZAF,1997,124000
South Africa,ZAF,1998,126000
South Africa,ZAF,1999,129000
South Africa,ZAF,2000,126000
South Africa,ZAF,2001,129000
South Africa,ZAF,2002,129000
South Africa,ZAF,2003,129000
South Africa,ZAF,2004,130000
South Africa,ZAF,2005,130000
South Africa,ZAF,2006,130000
South Africa,ZAF,2007,135000
South Africa,ZAF,2008,135000
South Africa,ZAF,2009,137000
South Africa,ZAF,2010,137000
South Africa,ZAF,2011,138000
South Africa,ZAF,2012,138000
South Africa,ZAF,2013,138000
South Africa,ZAF,2014,138000
South Africa,ZAF,2015,139000
South Africa,ZAF,2016,141000
South Africa,ZAF,2017,142000
South Africa,ZAF,2018,143000
South Africa,ZAF,2019,143000
South Africa,ZAF,2020,144000
South Africa,ZAF,2021,144000
South America,,1961,212000
South America,,1962,223000
South America,,1963,235000
South America,,1964,248000
South America,,1965,259000
South America,,1966,275000
South America,,1967,218000
South America,,1968,227000
South America,,1969,250000
South America,,1970,246000
South America,,1971,243000
South America,,1972,252000
South America,,1973,260000
South America,,1974,263000
South America,,1975,255000
South America,,1976,245000
South America,,1977,226000
South America,,1978,228000
South America,,1979,253000
South America,,1980,250000
South America,,1981,243000
South America,,1982,295000
South America,,1983,312000
South America,,1984,335000
South America,,1985,336000
South America,,1986,355000
South America,,1987,356000
South America,,1988,357000
South America,,1989,358000
South America,,1990,385000
South America,,1991,273000
South America,,1992,338000
South America,,1993,350000
South America,,1994,340000
South America,,1995,310000
South America,,1996,290000
South America,,1997,295000
South America,,1998,295000
South America,,1999,305000
South America,,2000,311000
South America,,2001,311000
South America,,2002,321000
South America,,2003,333000
South America,,2004,336000
South America,,2005,341000
South America,,2006,350000
South America,,2007,360000
South America,,2008,365000
South America,,2009,365000
South America,,2010,365000
South America,,2011,365000
South America,,2012,374000
South America,,2013,381000
South America,,2014,379000
South America,,2015,376000
South America,,2016,381000
South America,,2017,376000
South America,,2018,2878000
South America,,2019,2782000
South America,,2020,1983000
South America,,2021,1784000
South America (FAO),,1961,213000
South America (FAO),,1962,223000
South America (FAO),,1963,235000
South America (FAO),,1964,248000
South America (FAO),,1965,259000
South America (FAO),,1966,275000
South America (FAO),,1967,218000
South America (FAO),,1968,227000
South America (FAO),,1969,250000
South America (FAO),,1970,246000
South America (FAO),,1971,243000
South America (FAO),,1972,252000
South America (FAO),,1973,260000
South America (FAO),,1974,263000
South America (FAO),,1975,255000
South America (FAO),,1976,245000
South America (FAO),,1977,226000
South America (FAO),,1978,228000
South America (FAO),,1979,253000
South America (FAO),,1980,250000
South America (FAO),,1981,243000
South America (FAO),,1982,295000
South America (FAO),,1983,312000
South America (FAO),,1984,335000
South America (FAO),,1985,336000
South America (FAO),,1986,355000
South America (FAO),,1987,356000
South America (FAO),,1988,357000
South America (FAO),,1989,358000
South America (FAO),,1990,385000
South America (FAO),,1991,273000
South America (FAO),,1992,338000
South America (FAO),,1993,350000
South America (FAO),,1994,340000
South America (FAO),,1995,310000
South America (FAO),,1996,290000
South America (FAO),,1997,295000
South America (FAO),,1998,295000
South America (FAO),,1999,305000
South America (FAO),,2000,311000
South America (FAO),,2001,311000
South America (FAO),,2002,321000
South America (FAO),,2003,333000
South America (FAO),,2004,336000
South America (FAO),,2005,341000
South America (FAO),,2006,350000
South America (FAO),,2007,360000
South America (FAO),,2008,365000
South America (FAO),,2009,365000
South America (FAO),,2010,365000
South America (FAO),,2011,365000
South America (FAO),,2012,374000
South America (FAO),,2013,381000
South America (FAO),,2014,380000
South America (FAO),,2015,376000
South America (FAO),,2016,381000
South America (FAO),,2017,376000
South America (FAO),,2018,2878000
South America (FAO),,2019,2782000
South America (FAO),,2020,1983000
South America (FAO),,2021,1784000
South Korea,KOR,1961,24000
South Korea,KOR,1962,25000
South Korea,KOR,1963,19000
South Korea,KOR,1964,13000
South Korea,KOR,1965,11000
South Korea,KOR,1966,10000
South Korea,KOR,1967,11000
South Korea,KOR,1968,14000
South Korea,KOR,1969,11000
South Korea,KOR,1970,13000
South Korea,KOR,1971,12000
South Korea,KOR,1972,12000
South Korea,KOR,1973,13000
South Korea,KOR,1974,12000
South Korea,KOR,1975,10000
South Korea,KOR,1976,10000
South Korea,KOR,1977,8000
South Korea,KOR,1978,9000
South Korea,KOR,1979,8000
South Korea,KOR,1980,7000
South Korea,KOR,1981,7000
South Korea,KOR,1982,5000
South Korea,KOR,1983,5000
South Korea,KOR,1984,4000
South Korea,KOR,1985,6000
South Korea,KOR,1986,4000
South Korea,KOR,1987,6000
South Korea,KOR,1988,3000
South Korea,KOR,1989,3000
South Korea,KOR,1990,4000
South Korea,KOR,1991,6000
South Korea,KOR,1992,6000
South Korea,KOR,1993,7000
South Korea,KOR,1994,7000
South Korea,KOR,1995,8000
South Korea,KOR,1996,8000
South Korea,KOR,1997,8000
South Korea,KOR,1998,13000
South Korea,KOR,1999,15000
South Korea,KOR,2000,15000
South Korea,KOR,2001,15000
South Korea,KOR,2002,12000
South Korea,KOR,2003,12000
South Korea,KOR,2004,12000
South Korea,KOR,2005,20000
South Korea,KOR,2006,20000
South Korea,KOR,2007,18000
South Korea,KOR,2008,9000
South Korea,KOR,2009,20000
South Korea,KOR,2010,6000
South Korea,KOR,2011,10000
South Korea,KOR,2012,6000
South Korea,KOR,2013,14000
South Korea,KOR,2014,8000
South Korea,KOR,2015,7000
South Korea,KOR,2016,7000
South Korea,KOR,2017,8000
South Korea,KOR,2018,7000
South Korea,KOR,2019,6000
South Korea,KOR,2020,6000
South Korea,KOR,2021,5000
South-eastern Asia (FAO),,1961,818000
South-eastern Asia (FAO),,1962,782000
South-eastern Asia (FAO),,1963,814000
South-eastern Asia (FAO),,1964,771000
South-eastern Asia (FAO),,1965,785000
South-eastern Asia (FAO),,1966,807000
South-eastern Asia (FAO),,1967,1004000
South-eastern Asia (FAO),,1968,947000
South-eastern Asia (FAO),,1969,924000
South-eastern Asia (FAO),,1970,1085000
South-eastern Asia (FAO),,1971,1080000
South-eastern Asia (FAO),,1972,1115000
South-eastern Asia (FAO),,1973,1262000
South-eastern Asia (FAO),,1974,1149000
South-eastern Asia (FAO),,1975,1195000
South-eastern Asia (FAO),,1976,797000
South-eastern Asia (FAO),,1977,789000
South-eastern Asia (FAO),,1978,939000
South-eastern Asia (FAO),,1979,958000
South-eastern Asia (FAO),,1980,1013000
South-eastern Asia (FAO),,1981,948000
South-eastern Asia (FAO),,1982,1204000
South-eastern Asia (FAO),,1983,1337000
South-eastern Asia (FAO),,1984,1682000
South-eastern Asia (FAO),,1985,1593000
South-eastern Asia (FAO),,1986,1561000
South-eastern Asia (FAO),,1987,1585000
South-eastern Asia (FAO),,1988,1896000
South-eastern Asia (FAO),,1989,1586000
South-eastern Asia (FAO),,1990,1654000
South-eastern Asia (FAO),,1991,1561000
South-eastern Asia (FAO),,1992,1654000
South-eastern Asia (FAO),,1993,1855000
South-eastern Asia (FAO),,1994,1775000
South-eastern Asia (FAO),,1995,1740000
South-eastern Asia (FAO),,1996,1614000
South-eastern Asia (FAO),,1997,1460000
South-eastern Asia (FAO),,1998,1520000
South-eastern Asia (FAO),,1999,1630000
South-eastern Asia (FAO),,2000,1645000
South-eastern Asia (FAO),,2001,1718000
South-eastern Asia (FAO),,2002,1765000
South-eastern Asia (FAO),,2003,1840000
South-eastern Asia (FAO),,2004,1960000
South-eastern Asia (FAO),,2005,2270000
South-eastern Asia (FAO),,2006,2560000
South-eastern Asia (FAO),,2007,3070000
South-eastern Asia (FAO),,2008,3470000
South-eastern Asia (FAO),,2009,3710000
South-eastern Asia (FAO),,2010,3965000
South-eastern Asia (FAO),,2011,4221000
South-eastern Asia (FAO),,2012,4254000
South-eastern Asia (FAO),,2013,4276000
South-eastern Asia (FAO),,2014,4373000
South-eastern Asia (FAO),,2015,5900000
South-eastern Asia (FAO),,2016,5929000
South-eastern Asia (FAO),,2017,7197000
South-eastern Asia (FAO),,2018,5373000
South-eastern Asia (FAO),,2019,5602000
South-eastern Asia (FAO),,2020,5991000
South-eastern Asia (FAO),,2021,6044000
Southern Africa (FAO),,1961,92000
Southern Africa (FAO),,1962,93000
Southern Africa (FAO),,1963,94000
Southern Africa (FAO),,1964,95000
Southern Africa (FAO),,1965,96000
Southern Africa (FAO),,1966,97000
Southern Africa (FAO),,1967,98000
Southern Africa (FAO),,1968,99000
Southern Africa (FAO),,1969,100000
Southern Africa (FAO),,1970,101000
Southern Africa (FAO),,1971,102000
Southern Africa (FAO),,1972,103000
Southern Africa (FAO),,1973,104000
Southern Africa (FAO),,1974,104000
Southern Africa (FAO),,1975,105000
Southern Africa (FAO),,1976,106000
Southern Africa (FAO),,1977,107000
Southern Africa (FAO),,1978,107000
Southern Africa (FAO),,1979,108000
Southern Africa (FAO),,1980,108000
Southern Africa (FAO),,1981,109000
Southern Africa (FAO),,1982,109000
Southern Africa (FAO),,1983,110000
Southern Africa (FAO),,1984,112000
Southern Africa (FAO),,1985,112000
Southern Africa (FAO),,1986,112000
Southern Africa (FAO),,1987,112000
Southern Africa (FAO),,1988,112000
Southern Africa (FAO),,1989,112000
Southern Africa (FAO),,1990,113000
Southern Africa (FAO),,1991,113000
Southern Africa (FAO),,1992,113000
Southern Africa (FAO),,1993,111000
Southern Africa (FAO),,1994,116000
Southern Africa (FAO),,1995,119000
Southern Africa (FAO),,1996,121000
Southern Africa (FAO),,1997,124000
Southern Africa (FAO),,1998,126000
Southern Africa (FAO),,1999,129000
Southern Africa (FAO),,2000,126000
Southern Africa (FAO),,2001,129000
Southern Africa (FAO),,2002,129000
Southern Africa (FAO),,2003,129000
Southern Africa (FAO),,2004,130000
Southern Africa (FAO),,2005,130000
Southern Africa (FAO),,2006,130000
Southern Africa (FAO),,2007,135000
Southern Africa (FAO),,2008,135000
Southern Africa (FAO),,2009,137000
Southern Africa (FAO),,2010,137000
Southern Africa (FAO),,2011,138000
Southern Africa (FAO),,2012,138000
Southern Africa (FAO),,2013,138000
Southern Africa (FAO),,2014,138000
Southern Africa (FAO),,2015,139000
Southern Africa (FAO),,2016,141000
Southern Africa (FAO),,2017,142000
Southern Africa (FAO),,2018,143000
Southern Africa (FAO),,2019,143000
Southern Africa (FAO),,2020,144000
Southern Africa (FAO),,2021,144000
Southern Asia (FAO),,1961,600000
Southern Asia (FAO),,1962,620000
Southern Asia (FAO),,1963,640000
Southern Asia (FAO),,1964,660000
Southern Asia (FAO),,1965,680000
Southern Asia (FAO),,1966,700000
Southern Asia (FAO),,1967,720000
Southern Asia (FAO),,1968,740000
Southern Asia (FAO),,1969,760000
Southern Asia (FAO),,1970,780000
Southern Asia (FAO),,1971,800000
Southern Asia (FAO),,1972,820000
Southern Asia (FAO),,1973,840000
Southern Asia (FAO),,1974,860000
Southern Asia (FAO),,1975,880000
Southern Asia (FAO),,1976,900000
Southern Asia (FAO),,1977,920000
Southern Asia (FAO),,1978,940000
Southern Asia (FAO),,1979,960000
Southern Asia (FAO),,1980,980000
Southern Asia (FAO),,1981,1000000
Southern Asia (FAO),,1982,1020000
Southern Asia (FAO),,1983,1040000
Southern Asia (FAO),,1984,1060000
Southern Asia (FAO),,1985,1080000
Southern Asia (FAO),,1986,1100000
Southern Asia (FAO),,1987,1140000
Southern Asia (FAO),,1988,1180000
Southern Asia (FAO),,1989,920000
Southern Asia (FAO),,1990,1000000
Southern Asia (FAO),,1991,1050000
Southern Asia (FAO),,1992,1100000
Southern Asia (FAO),,1993,1100000
Southern Asia (FAO),,1994,1100000
Southern Asia (FAO),,1995,1100000
Southern Asia (FAO),,1996,1100000
Southern Asia (FAO),,1997,1100000
Southern Asia (FAO),,1998,1000000
Southern Asia (FAO),,1999,1000000
Southern Asia (FAO),,2000,1000000
Southern Asia (FAO),,2001,1000000
Southern Asia (FAO),,2002,1000000
Southern Asia (FAO),,2003,1000000
Southern Asia (FAO),,2004,1000000
Southern Asia (FAO),,2005,1000000
Southern Asia (FAO),,2006,1018000
Southern Asia (FAO),,2007,1027000
Southern Asia (FAO),,2008,1050000
Southern Asia (FAO),,2009,1050000
Southern Asia (FAO),,2010,1050000
Southern Asia (FAO),,2011,1050000
Southern Asia (FAO),,2012,1042000
Southern Asia (FAO),,2013,1044000
Southern Asia (FAO),,2014,1046000
Southern Asia (FAO),,2015,1047000
Southern Asia (FAO),,2016,1047000
Southern Asia (FAO),,2017,1046000
Southern Asia (FAO),,2018,1047000
Southern Asia (FAO),,2019,1052000
Southern Asia (FAO),,2020,1054000
Southern Asia (FAO),,2021,1056000
Southern Europe (FAO),,1961,564000
Southern Europe (FAO),,1962,615000
Southern Europe (FAO),,1963,684000
Southern Europe (FAO),,1964,673000
Southern Europe (FAO),,1965,677000
Southern Europe (FAO),,1966,656000
Southern Europe (FAO),,1967,655000
Southern Europe (FAO),,1968,552000
Southern Europe (FAO),,1969,505000
Southern Europe (FAO),,1970,493000
Southern Europe (FAO),,1971,440000
Southern Europe (FAO),,1972,470000
Southern Europe (FAO),,1973,437000
Southern Europe (FAO),,1974,437000
Southern Europe (FAO),,1975,387000
Southern Europe (FAO),,1976,475000
Southern Europe (FAO),,1977,543000
Southern Europe (FAO),,1978,610000
Southern Europe (FAO),,1979,718000
Southern Europe (FAO),,1980,636000
Southern Europe (FAO),,1981,644000
Southern Europe (FAO),,1982,700000
Southern Europe (FAO),,1983,770000
Southern Europe (FAO),,1984,697000
Southern Europe (FAO),,1985,792000
Southern Europe (FAO),,1986,926000
Southern Europe (FAO),,1987,1003000
Southern Europe (FAO),,1988,1144000
Southern Europe (FAO),,1989,1188000
Southern Europe (FAO),,1990,1303000
Southern Europe (FAO),,1991,930000
Southern Europe (FAO),,1992,2400000
Southern Europe (FAO),,1993,2120000
Southern Europe (FAO),,1994,2200000
Southern Europe (FAO),,1995,2400000
Southern Europe (FAO),,1996,2250000
Southern Europe (FAO),,1997,2150000
Southern Europe (FAO),,1998,2050000
Southern Europe (FAO),,1999,2020000
Southern Europe (FAO),,2000,2020000
Southern Europe (FAO),,2001,2020000
Southern Europe (FAO),,2002,2036000
Southern Europe (FAO),,2003,2041000
Southern Europe (FAO),,2004,2040000
Southern Europe (FAO),,2005,2026000
Southern Europe (FAO),,2006,224000
Southern Europe (FAO),,2007,235000
Southern Europe (FAO),,2008,224000
Southern Europe (FAO),,2009,209000
Southern Europe (FAO),,2010,169000
Southern Europe (FAO),,2011,194000
Southern Europe (FAO),,2012,283000
Southern Europe (FAO),,2013,116000
Southern Europe (FAO),,2014,118000
Southern Europe (FAO),,2015,170000
Southern Europe (FAO),,2016,148000
Southern Europe (FAO),,2017,148000
Southern Europe (FAO),,2018,67000
Southern Europe (FAO),,2019,64000
Southern Europe (FAO),,2020,46000
Southern Europe (FAO),,2021,46000
Syria,SYR,1961,29000
Syria,SYR,1962,27000
Syria,SYR,1963,29000
Syria,SYR,1964,40000
Syria,SYR,1965,41000
Syria,SYR,1966,47000
Syria,SYR,1967,67000
Syria,SYR,1968,36000
Syria,SYR,1969,38000
Syria,SYR,1970,41000
Syria,SYR,1971,48000
Syria,SYR,1972,47000
Syria,SYR,1973,53000
Syria,SYR,1974,60000
Syria,SYR,1975,65000
Syria,SYR,1976,94000
Syria,SYR,1977,90000
Syria,SYR,1978,99000
Syria,SYR,1979,110000
Syria,SYR,1980,110000
Syria,SYR,1981,111000
Syria,SYR,1982,92000
Syria,SYR,1983,86000
Syria,SYR,1984,74000
Syria,SYR,1985,63000
Syria,SYR,1986,53000
Syria,SYR,1987,45000
Syria,SYR,1988,54000
Syria,SYR,1989,55000
Syria,SYR,1990,53000
Syria,SYR,1991,54000
Syria,SYR,1992,53000
Syria,SYR,1993,51000
Syria,SYR,1994,52000
Syria,SYR,1995,55000
Syria,SYR,1996,56000
Syria,SYR,1997,53000
Syria,SYR,1998,50000
Syria,SYR,1999,50000
Syria,SYR,2000,49000
Syria,SYR,2001,47000
Syria,SYR,2002,50000
Syria,SYR,2003,48000
Syria,SYR,2004,50000
Syria,SYR,2005,48000
Syria,SYR,2006,47000
Syria,SYR,2007,40000
Syria,SYR,2008,40000
Syria,SYR,2009,36000
Syria,SYR,2010,18000
Syria,SYR,2011,18000
Syria,SYR,2012,18000
Syria,SYR,2013,18000
Syria,SYR,2014,16000
Syria,SYR,2015,8000
Syria,SYR,2016,14000
Syria,SYR,2017,14000
Syria,SYR,2018,14000
Syria,SYR,2019,14000
Syria,SYR,2020,14000
Syria,SYR,2021,14000
Taiwan,TWN,1961,2948000
Taiwan,TWN,1962,2874000
Taiwan,TWN,1963,2855000
Taiwan,TWN,1964,2903000
Taiwan,TWN,1965,3082000
Taiwan,TWN,1966,3029000
Taiwan,TWN,1967,2794000
Taiwan,TWN,1968,3018000
Taiwan,TWN,1969,2999000
Taiwan,TWN,1970,2968000
Taiwan,TWN,1971,2835000
Taiwan,TWN,1972,2797000
Taiwan,TWN,1973,2736000
Taiwan,TWN,1974,2720000
Taiwan,TWN,1975,2697000
Taiwan,TWN,1976,2705000
Taiwan,TWN,1977,2793000
Taiwan,TWN,1978,2920000
Taiwan,TWN,1979,2954000
Taiwan,TWN,1980,2855000
Taiwan,TWN,1981,2798000
Taiwan,TWN,1982,3144000
Taiwan,TWN,1983,3334000
Taiwan,TWN,1984,3529000
Taiwan,TWN,1985,3186000
Taiwan,TWN,1986,3266000
Taiwan,TWN,1987,3923000
Taiwan,TWN,1988,3942000
Taiwan,TWN,1989,4140000
Taiwan,TWN,1990,4777000
Taiwan,TWN,1991,4628000
Taiwan,TWN,1992,5683000
Taiwan,TWN,1993,6397000
Taiwan,TWN,1994,8521000
Taiwan,TWN,1995,7744000
Taiwan,TWN,1996,7078000
Taiwan,TWN,1997,7503000
Taiwan,TWN,1998,7955000
Taiwan,TWN,1999,7464000
Taiwan,TWN,2000,6503000
Taiwan,TWN,2001,6330000
Taiwan,TWN,2002,6178000
Taiwan,TWN,2003,6402000
Taiwan,TWN,2004,6540000
Taiwan,TWN,2005,6449000
Taiwan,TWN,2006,6723000
Taiwan,TWN,2007,5873000
Taiwan,TWN,2008,5149000
Taiwan,TWN,2009,4593000
Taiwan,TWN,2010,4700000
Taiwan,TWN,2011,5130000
Taiwan,TWN,2012,4929000
Taiwan,TWN,2013,5160000
Taiwan,TWN,2014,5549000
Taiwan,TWN,2015,1383000
Taiwan,TWN,2016,1557000
Taiwan,TWN,2017,2384000
Taiwan,TWN,2018,2755000
Taiwan,TWN,2019,2985000
Taiwan,TWN,2020,3829000
Taiwan,TWN,2021,3644000
Thailand,THA,1961,620000
Thailand,THA,1962,590000
Thailand,THA,1963,620000
Thailand,THA,1964,615000
Thailand,THA,1965,615000
Thailand,THA,1966,620000
Thailand,THA,1967,630000
Thailand,THA,1968,640000
Thailand,THA,1969,650000
Thailand,THA,1970,660000
Thailand,THA,1971,670000
Thailand,THA,1972,680000
Thailand,THA,1973,690000
Thailand,THA,1974,680000
Thailand,THA,1975,680000
Thailand,THA,1976,255000
Thailand,THA,1977,210000
Thailand,THA,1978,305000
Thailand,THA,1979,280000
Thailand,THA,1980,230000
Thailand,THA,1981,120000
Thailand,THA,1982,280000
Thailand,THA,1983,400000
Thailand,THA,1984,670000
Thailand,THA,1985,480000
Thailand,THA,1986,480000
Thailand,THA,1987,500000
Thailand,THA,1988,745000
Thailand,THA,1989,550000
Thailand,THA,1990,605000
Thailand,THA,1991,470000
Thailand,THA,1992,515000
Thailand,THA,1993,645000
Thailand,THA,1994,540000
Thailand,THA,1995,485000
Thailand,THA,1996,355000
Thailand,THA,1997,205000
Thailand,THA,1998,245000
Thailand,THA,1999,265000
Thailand,THA,2000,275000
Thailand,THA,2001,295000
Thailand,THA,2002,310000
Thailand,THA,2003,310000
Thailand,THA,2004,320000
Thailand,THA,2005,320000
Thailand,THA,2006,320000
Thailand,THA,2007,320000
Thailand,THA,2008,320000
Thailand,THA,2009,320000
Thailand,THA,2010,320000
Thailand,THA,2011,320000
Thailand,THA,2012,320000
Thailand,THA,2013,320000
Thailand,THA,2014,320000
Thailand,THA,2015,310000
Thailand,THA,2016,330000
Thailand,THA,2017,320000
Thailand,THA,2018,320000
Thailand,THA,2019,323000
Thailand,THA,2020,321000
Thailand,THA,2021,321000
Turkey,TUR,1961,500000
Turkey,TUR,1962,500000
Turkey,TUR,1963,510000
Turkey,TUR,1964,520000
Turkey,TUR,1965,530000
Turkey,TUR,1966,535000
Turkey,TUR,1967,542000
Turkey,TUR,1968,560000
Turkey,TUR,1969,580000
Turkey,TUR,1970,600000
Turkey,TUR,1971,630000
Turkey,TUR,1972,660000
Turkey,TUR,1973,700000
Turkey,TUR,1974,740000
Turkey,TUR,1975,780000
Turkey,TUR,1976,810000
Turkey,TUR,1977,850000
Turkey,TUR,1978,890000
Turkey,TUR,1979,920000
Turkey,TUR,1980,950000
Turkey,TUR,1981,980000
Turkey,TUR,1982,1010000
Turkey,TUR,1983,1040000
Turkey,TUR,1984,1070000
Turkey,TUR,1985,1070000
Turkey,TUR,1986,1120000
Turkey,TUR,1987,1170000
Turkey,TUR,1988,1200000
Turkey,TUR,1989,1250000
Turkey,TUR,1990,1300000
Turkey,TUR,1991,1400000
Turkey,TUR,1992,1600000
Turkey,TUR,1993,1800000
Turkey,TUR,1994,1700000
Turkey,TUR,1995,1700000
Turkey,TUR,1996,1800000
Turkey,TUR,1997,1700000
Turkey,TUR,1998,1800000
Turkey,TUR,1999,1800000
Turkey,TUR,2000,1700000
Turkey,TUR,2001,1500000
Turkey,TUR,2002,1400000
Turkey,TUR,2003,1400000
Turkey,TUR,2004,1400000
Turkey,TUR,2005,1300000
Turkey,TUR,2006,1100000
Turkey,TUR,2007,800000
Turkey,TUR,2008,1000000
Turkey,TUR,2009,1060000
Turkey,TUR,2010,940000
Turkey,TUR,2011,710000
Turkey,TUR,2012,650000
Turkey,TUR,2013,818000
Turkey,TUR,2014,997000
Turkey,TUR,2015,927000
Turkey,TUR,2016,1020000
Turkey,TUR,2017,1072000
Turkey,TUR,2018,1187000
Turkey,TUR,2019,1275000
Turkey,TUR,2020,1519000
Turkey,TUR,2021,1638000
Ukraine,UKR,1992,12700000
Ukraine,UKR,1993,11522000
Ukraine,UKR,1994,10179000
Ukraine,UKR,1995,10120000
Ukraine,UKR,1996,9655000
Ukraine,UKR,1997,9305000
Ukraine,UKR,1998,8975000
Ukraine,UKR,1999,9581000
Ukraine,UKR,2000,10000000
Ukraine,UKR,2001,9527000
Ukraine,UKR,2002,10115000
Ukraine,UKR,2003,10712000
Ukraine,UKR,2004,9600000
Ukraine,UKR,2005,9580000
Ukraine,UKR,2006,8249000
Ukraine,UKR,2007,8732000
Ukraine,UKR,2008,7762000
Ukraine,UKR,2009,5830000
Ukraine,UKR,2010,5143000
Ukraine,UKR,2011,5523000
Ukraine,UKR,2012,5650000
Ukraine,UKR,2013,5131000
Ukraine,UKR,2014,4525000
Ukraine,UKR,2015,5058000
Ukraine,UKR,2016,4284000
Ukraine,UKR,2017,4081000
Ukraine,UKR,2018,4335000
Ukraine,UKR,2019,4194000
Ukraine,UKR,2020,4410000
Ukraine,UKR,2021,3618000
United Kingdom,GBR,1961,40000
United Kingdom,GBR,1962,40000
United Kingdom,GBR,1963,40000
United Kingdom,GBR,1964,40000
United Kingdom,GBR,1965,40000
United Kingdom,GBR,1966,40000
United Kingdom,GBR,1967,40000
United Kingdom,GBR,1968,80000
United Kingdom,GBR,1969,100000
United Kingdom,GBR,1970,100000
United Kingdom,GBR,1971,120000
United Kingdom,GBR,1972,139000
United Kingdom,GBR,1973,199000
United Kingdom,GBR,1974,159000
United Kingdom,GBR,1975,100000
United Kingdom,GBR,1976,120000
United Kingdom,GBR,1977,161000
United Kingdom,GBR,1978,160000
United Kingdom,GBR,1979,157000
United Kingdom,GBR,1980,154000
